Entwickler-Publisher,Kritik-Lob-Ideologisch,Kritik-Lob-Politisch,Kritik-Lob-Sonstiges,Spielinhalte,"affected_games","agreement","annotation_id","annotator","author_playtime_at_review_min","author_playtime_overall_min","combined_rating","combined_rating_display","created_at","funny_score","game","game_description","game_name_display","game_received_for_free","id","input_ids","lead_time","off-topic","rating","release_date","review",review-bombing,"review_bomb_reason","review_bomb_time","review_bomb_type","review_date","source","steam_rating_positive","updated_at","was_steam_purchase"
"Ja","no","Ja","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29759284,"17120",1116.0,1305.0,"Empfohlen","Empfohlen","2024-01-24T16:03:36.515447Z",0.0,"Frostpunk","Frostpunk is the first society survival game. As the ruler of the last city on Earth, it is your duty to manage both its citizens and infrastructure. What decisions will you make to ensure your society's survival? What will you do when pushed to breaking point? Who will you become in the process?","Frostpunk",False,89822480,"[  101  1045  4149  2023  2208  2006  1996  2154  2009  2001  2207  1010
  2009  2038  2042  1037  2307  2208  1998  2340  2978  4835  2038  2042
  1037  2307  2996  1012  1045  2134  1005  1056  5987  1045  2052  2272
  2182  2000  4339  1037  7615  1018  2086  2101  2074  2138  1045  2359
  2000  4339  2091  2242  2000  2265  2026  2490  2000  1037  2406  5190
  2661  2185  2013  2033  2008  2031  2042 10836  2011  1037 21237  1012
 22072  2003  8042  1998  2002  2323  2022 17818  1012   102]",60.099,"Nein","","24.04.2018","I bought this game on the day it was released, it has been a great game and 11 bit studios has been a great studio.I didn't expect I would come here to write a comment 4 years later just because I wanted to write down something to show my support to a country thousands miles away from me that have been invaded by a dictator.Putin is Hitler and he should be hanged.","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","26.02.2022 14:41:50","Steam",True,"2024-01-24T16:03:36.515467Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833810,"14445",75.0,75.0,"Empfohlen","Empfohlen","2024-01-25T23:44:56.586559Z",0.0,"The Witcher 3: Wild Hunt","You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.","The Witcher 3: Wild Hunt",False,89822481,"[ 101 7619 9748 2121  999 1006 8568 2026 2377 2051 1010 1045 1005 2310
 2209 2023 2006 2175 2290 2005 2092 2058 1037 3634 1007  102]",37.346000000000004,"Ja","","18.05.2015","Absolute banger! (ignore my play time, I've played this on GOG for well over a hundred)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 23:28:17","Steam",True,"2024-01-25T23:44:56.586577Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826144,"17156",75.0,75.0,"Empfohlen","Empfohlen","2024-01-25T17:52:54.079569Z",0.0,"The Witcher 3: Wild Hunt","You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.","The Witcher 3: Wild Hunt",False,89822481,"[ 101 7619 9748 2121  999 1006 8568 2026 2377 2051 1010 1045 1005 2310
 2209 2023 2006 2175 2290 2005 2092 2058 1037 3634 1007  102]",43.823,"Ja","","18.05.2015","Absolute banger! (ignore my play time, I've played this on GOG for well over a hundred)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 23:28:17","Steam",True,"2024-01-25T17:52:54.079588Z",True
"Nein","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29759333,"17120",75.0,75.0,"Empfohlen","Empfohlen","2024-01-24T16:04:21.488803Z",0.0,"The Witcher 3: Wild Hunt","You are Geralt of Rivia, mercenary monster slayer. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down Ciri — the Child of Prophecy, a living weapon that can alter the shape of the world.","The Witcher 3: Wild Hunt",False,89822481,"[ 101 7619 9748 2121  999 1006 8568 2026 2377 2051 1010 1045 1005 2310
 2209 2023 2006 2175 2290 2005 2092 2058 1037 3634 1007  102]",43.811,"Ja","","18.05.2015","Absolute banger! (ignore my play time, I've played this on GOG for well over a hundred)","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 23:28:17","Steam",True,"2024-01-24T16:04:21.488822Z",True
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833814,"14445","","","Nicht empfohlen","0 von 10","2024-01-25T23:45:21.775978Z","","The Witcher","Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]","The Witcher Enhanced Edition","",89822482,"[  101  1045  2031  2209  2023  2208  2044  2112  1017  1012  2089 10506
  2005  1016  2243  2095  2009  2003  2204  1012 21122  2005  2085  2025
  5875   999   102]",24.023,"Ja",0.0,"16.09.2008","I have played this game after part 3. May bee for 2k year it is good. Bun for now not interesting!","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022","Metacritic","","2024-01-25T23:45:21.775998Z",""
"Nein","no","Nein","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826160,"17156","","","Nicht empfohlen","0 von 10","2024-01-25T17:53:47.926754Z","","The Witcher","Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]","The Witcher Enhanced Edition","",89822482,"[  101  1045  2031  2209  2023  2208  2044  2112  1017  1012  2089 10506
  2005  1016  2243  2095  2009  2003  2204  1012 21122  2005  2085  2025
  5875   999   102]",52.577,"Ja",0.0,"16.09.2008","I have played this game after part 3. May bee for 2k year it is good. Bun for now not interesting!","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022","Metacritic","","2024-01-25T17:53:47.926772Z",""
"Nein","no","Nein","Ja","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29759372,"17120","","","Nicht empfohlen","0 von 10","2024-01-24T16:04:55.478114Z","","The Witcher","Assume the role of The Witcher, Geralt, a legendary monster slayer caught in a web of intrigue as he battles forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other. The Witcher shatters the line between good and evil in a world where moral ambiguity reigns. The Witcher emphasizes story and character development in a vibrant world while incorporating tactically-deep real-time combat like no game before it. [Atari]","The Witcher Enhanced Edition","",89822482,"[  101  1045  2031  2209  2023  2208  2044  2112  1017  1012  2089 10506
  2005  1016  2243  2095  2009  2003  2204  1012 21122  2005  2085  2025
  5875   999   102]",32.908,"Ja",0.0,"16.09.2008","I have played this game after part 3. May bee for 2k year it is good. Bun for now not interesting!","Nein","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022","Metacritic","","2024-01-24T16:04:55.478132Z",""
"Nein","no","Ja","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833819,"14445",161.0,161.0,"Empfohlen","Empfohlen","2024-01-25T23:45:43.990752Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822483,"[  101  6429  2208  1010  6659 22072   102]",21.152,"Ja","","09.11.2018","amazing game, terrible putin","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 02:03:23","Steam",True,"2024-01-25T23:45:43.990771Z",True
"Nein","no","Ja","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826183,"17156",161.0,161.0,"Empfohlen","Empfohlen","2024-01-25T17:55:19.991154Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822483,"[  101  6429  2208  1010  6659 22072   102]",91.026,"Nein","","09.11.2018","amazing game, terrible putin","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 02:03:23","Steam",True,"2024-01-25T17:55:19.991170Z",True
"Nein","no","Ja","Nein","Ja","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29759395,"17120",161.0,161.0,"Empfohlen","Empfohlen","2024-01-24T16:05:14.548126Z",0.0,"Thronebreaker: The Witcher Tales","Discover a brand new RPG from the creators of The Witcher 3: Wild Hunt. Facing an imminent invasion, Meve — war-veteran and Queen of Lyria and Rivia — is forced to once again enter the warpath and set out on a dark journey of destruction and revenge.","Thronebreaker: The Witcher Tales",False,89822483,"[  101  6429  2208  1010  6659 22072   102]",17.824,"Nein","","09.11.2018","amazing game, terrible putin","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","04.03.2022 02:03:23","Steam",True,"2024-01-24T16:05:14.548146Z",True
"Ja","yes","Ja","Nein","Nein","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29833822,"14445",128.0,128.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T23:46:11.763856Z",2.0,"The Witcher 2: Assassins of Kings","A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...","The Witcher 2: Assassins of Kings Enhanced Edition",False,89822484,"[  101  6854  1010  3729  4013  6460 25509  2417  2024  2025 10317  8699
  1012  1045  2514 19157  2011  2023  1998  3568  2507  1996  2208  1998
  2049  9722  1037  4997  5790  1012  2339  2123  1005  1056  1996  9797
  2490  1996  5694  1997  7041  1010  5712  1010 13968  1010  7795  2030
 14717  1029  2339  1029  2292  2033  2425  2017  1012  1012  1012  3729
  4013  6460 25509  2417  2024  2013  3735  1998  1996 14955  8528 20348
  2024  2028  1997  1996  2087 16939  1998  1060 16515 20200  2111  1999
  2885  1012  2339  2079  2027  2490  5924  1029  2292  2033  2425  2017
  1012  1012  1012  2027  2024  2142  2011 11150  1997  3607  1998  2673
  2845  1012   102]",26.728,"Nein","","16.04.2012","Unfortunately, CD Projekt Red are not politically neutral. I feel provoked by this and therefore give the game and its developer a negative rating.
Why don't the developers support the victims of Afghanistan, Iraq, Yemen, Syria or Somalia?
Why? Let me tell you...
CD Projekt Red are from Poland and the Polaxxx are one of the most racist and xenophobic people in Europe.
Why do they support Ukraine? Let me tell you...
They are united by hatred of Russia and everything Russian.","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022 22:11:09","Steam",False,"2024-01-25T23:46:11.763874Z",False
"Ja","no","Ja","Nein","Nein","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29826193,"17156",128.0,128.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T17:55:57.343173Z",2.0,"The Witcher 2: Assassins of Kings","A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...","The Witcher 2: Assassins of Kings Enhanced Edition",False,89822484,"[  101  6854  1010  3729  4013  6460 25509  2417  2024  2025 10317  8699
  1012  1045  2514 19157  2011  2023  1998  3568  2507  1996  2208  1998
  2049  9722  1037  4997  5790  1012  2339  2123  1005  1056  1996  9797
  2490  1996  5694  1997  7041  1010  5712  1010 13968  1010  7795  2030
 14717  1029  2339  1029  2292  2033  2425  2017  1012  1012  1012  3729
  4013  6460 25509  2417  2024  2013  3735  1998  1996 14955  8528 20348
  2024  2028  1997  1996  2087 16939  1998  1060 16515 20200  2111  1999
  2885  1012  2339  2079  2027  2490  5924  1029  2292  2033  2425  2017
  1012  1012  1012  2027  2024  2142  2011 11150  1997  3607  1998  2673
  2845  1012   102]",36.211,"Nein","","16.04.2012","Unfortunately, CD Projekt Red are not politically neutral. I feel provoked by this and therefore give the game and its developer a negative rating.
Why don't the developers support the victims of Afghanistan, Iraq, Yemen, Syria or Somalia?
Why? Let me tell you...
CD Projekt Red are from Poland and the Polaxxx are one of the most racist and xenophobic people in Europe.
Why do they support Ukraine? Let me tell you...
They are united by hatred of Russia and everything Russian.","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022 22:11:09","Steam",False,"2024-01-25T17:55:57.343190Z",False
"Ja","no","Ja","Nein","Nein","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",90.47619047619047,29759437,"17120",128.0,128.0,"Nicht empfohlen","Nicht empfohlen","2024-01-24T16:06:12.894864Z",2.0,"The Witcher 2: Assassins of Kings","A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...","The Witcher 2: Assassins of Kings Enhanced Edition",False,89822484,"[  101  6854  1010  3729  4013  6460 25509  2417  2024  2025 10317  8699
  1012  1045  2514 19157  2011  2023  1998  3568  2507  1996  2208  1998
  2049  9722  1037  4997  5790  1012  2339  2123  1005  1056  1996  9797
  2490  1996  5694  1997  7041  1010  5712  1010 13968  1010  7795  2030
 14717  1029  2339  1029  2292  2033  2425  2017  1012  1012  1012  3729
  4013  6460 25509  2417  2024  2013  3735  1998  1996 14955  8528 20348
  2024  2028  1997  1996  2087 16939  1998  1060 16515 20200  2111  1999
  2885  1012  2339  2079  2027  2490  5924  1029  2292  2033  2425  2017
  1012  1012  1012  2027  2024  2142  2011 11150  1997  3607  1998  2673
  2845  1012   102]",57.245,"Nein","","16.04.2012","Unfortunately, CD Projekt Red are not politically neutral. I feel provoked by this and therefore give the game and its developer a negative rating.
Why don't the developers support the victims of Afghanistan, Iraq, Yemen, Syria or Somalia?
Why? Let me tell you...
CD Projekt Red are from Poland and the Polaxxx are one of the most racist and xenophobic people in Europe.
Why do they support Ukraine? Let me tell you...
They are united by hatred of Russia and everything Russian.","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","03.03.2022 22:11:09","Steam",False,"2024-01-24T16:06:12.894885Z",False
"Nein","no","Ja","Nein","Nein","""Witcher"" - Spiele: The Witcher 1 und 2 (und deren Enhanced Editionen), The Witcher 3 (und Complete Edition), GWENT, Thronebreaker; Cyberpunk 2077; This War of Mine; Frostpunk; ""S.T.A.L.K.E.R."" - Spiele",100.0,29833824,"14445",263.0,263.0,"Nicht empfohlen","Nicht empfohlen","2024-01-25T23:46:28.317712Z",2.0,"The Witcher","Become The Witcher, Geralt of Rivia, a legendary monster slayer caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.","The Witcher Enhanced Edition",False,89822485,"[  101  1031  1044  2487  1033  2292  1005  1055  2191  5492  1998  2175
  2290  2576 14705  1012  1031  1013  1044  2487  1033   102]",15.493,"Nein","","16.09.2008","[h1]Let's make Steam and GoG political playground. [/h1]","Ja","Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.","24. Februar 2022 - Anfang April 2022","sowohl negativ als auch positiv","05.03.2022 19:37:34","Steam",False,"2024-01-25T23:46:28.317730Z",True
