project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Firewatch,91871475,Firewatch,"This game is not worth the money, it lacks content, is boring, and is repetitive after a short time. If you want to buy a decent game look elsewhere. After a few hours, you will be bored with the mediocre gameplay. In summary, just do yourself a favor and avoid this game.",19.09.2017,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101  2023  2208  2003  2025  4276  1996  2769  1010  2009 14087  4180
  1010  2003 11771  1010  1998  2003 23563  2044  1037  2460  2051  1012
  2065  2017  2215  2000  4965  1037 11519  2208  2298  6974  1012  2044
  1037  2261  2847  1010  2017  2097  2022 11471  2007  1996 19960  3695
 16748 11247  1012  1999 12654  1010  2074  2079  4426  1037  5684  1998
  4468  2023  2208  1012   102]",121
Firewatch,91871476,Firewatch,"The game had a lot of potential as a slightly interactive story, but they were about 30% complete imo before just rushing an ending to get it released asap. I strongly recommend against buying it, you'll get literally nothing out of it that you wouldn't get from watching a playthrough.",17.09.2017 15:51:59,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1996  2208  2018  1037  2843  1997  4022  2004  1037  3621  9123
  2466  1010  2021  2027  2020  2055  2382  1003  3143 10047  2080  2077
  2074  8375  2019  4566  2000  2131  2009  2207 17306  2361  1012  1045
  6118 16755  2114  9343  2009  1010  2017  1005  2222  2131  6719  2498
  2041  1997  2009  2008  2017  2876  1005  1056  2131  2013  3666  1037
  2377  2705 22494  5603  1012   102]",128
Firewatch,91871477,Firewatch,"Another SJW studio supporting censorship of freedom of speech.
Don't buy anything from Campo Santo.

Game is mediocre anyways.",13.09.2017 01:57:17,Nicht empfohlen,100.0,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2178  1055  3501  2860  2996  4637 15657  1997  4071  1997  4613
  1012  2123  1005  1056  4965  2505  2013 22339 11685  1012  2208  2003
 19960  3695 16748  4312  2015  1012   102]",57
Firewatch,91871478,Firewatch,"Got scammed by positive ratings. 20 euros for a 3 hour game is pure thievery. But even worse than the length, is the ending. Worst ending I have seen in a while.",17.09.2017 23:23:17,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2288  8040 27479  2011  3893  8599  1012  2322 19329  2005  1037
  1017  3178  2208  2003  5760 16215  2666 27900  1012  2021  2130  4788
  2084  1996  3091  1010  2003  1996  4566  1012  5409  4566  1045  2031
  2464  1999  1037  2096  1012   102]",80
Firewatch,91871479,Firewatch,"This game is a decent experience, more like a short little movie than a game, but fun nonetheless. Great visuals, an interesting premise, but it falls flat as it approaches the ending, and the twist in the plot is that the story concludes in the most mundane way.

This rather anticlimactic ending, a complete lack of replay value (due to its movie-like nature), combined with the rather foolish actions of the developers as of late (filing a DMCA against pewdiepie for a stream he did a while back, despite giving EXPLICIT PERMISSION TO CONDUCT STREAMS OF THEIR GAME on their website), is why I cannot recommend the game.

I recommend you just watch someone else play it, rather than playing it yourself, you can get just as much enjoyment from merely watching it as you could playing it, really.",15.09.2017 04:03:10,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2023  2208  2003  1037 11519  3325  1010  2062  2066  1037  2460
  2210  3185  2084  1037  2208  1010  2021  4569  9690  1012  2307 26749
  1010  2019  5875 18458  1010  2021  2009  4212  4257  2004  2009  8107
  1996  4566  1010  1998  1996  9792  1999  1996  5436  2003  2008  1996
  2466 14730  1999  1996  2087 24684  2126  1012  2023  2738  3424 20464
  9581 13306  4566  1010  1037  3143  3768  1997 15712  3643  1006  2349
  2000  2049  3185  1011  2066  3267  1007  1010  4117  2007  1996  2738
 13219  4506  1997  1996  9797  2004  1997  2397  1006 15242  1037  1040
 12458  2050  2114 29071 10265 14756  2005  1037  5460  2002  2106  1037
  2096  2067  1010  2750  3228 13216  6656  2000  6204  9199  1997  2037
  2208  2006  2037  4037  1007  1010  2003  2339  1045  3685 16755  1996
  2208  1012  1045 16755  2017  2074  3422  2619  2842  2377  2009  1010
  2738  2084  2652  2009  4426  1010  2017  2064  2131  2074  2004  2172
 20195  2013  6414  3666  2009  2004  2017  2071  2652  2009  1010  2428
  1012   102]",322
Firewatch,91871480,Firewatch,"Very short, not worth the money. 

People say its 'beautiful', I say thats debatable. Has it got a strong visual style? Yes. Is it graphically impressive? No. Could the developers maintained a strong visual style AND made a graphically impressive game? Yes. Ultimately it feels like a good start at an idea that went no further. The ending is... unrewarding.


Also Sean could grow a pair of balls instead of being a whining little lady dog. Spend more time polishing your game Sean, it will be a more productive use of your time.",18.09.2017 16:44:40,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2200  2460  1010  2025  4276  1996  2769  1012  2111  2360  2049
  1005  3376  1005  1010  1045  2360  2008  2015  2139 14479  3085  1012
  2038  2009  2288  1037  2844  5107  2806  1029  2748  1012  2003  2009
 20477  2135  8052  1029  2053  1012  2071  1996  9797  5224  1037  2844
  5107  2806  1998  2081  1037 20477  2135  8052  2208  1029  2748  1012
  4821  2009  5683  2066  1037  2204  2707  2012  2019  2801  2008  2253
  2053  2582  1012  1996  4566  2003  1012  1012  1012  4895 15603 29154
  1012  2036  5977  2071  4982  1037  3940  1997  7395  2612  1997  2108
  1037  1059 20535  3070  2210  3203  3899  1012  5247  2062  2051  3907
  2075  2115  2208  5977  1010  2009  2097  2022  1037  2062 13318  2224
  1997  2115  2051  1012   102]",243
Firewatch,91871481,Firewatch,"SJW developer abusing DMCA to cry about someone who uses bad words.

Aside from the facist tactics employed by the developer, this game is boring af. Only 18 mins played and nearly fell asleep. Sadly, I can't get my money back becuase I waited too long.

STAY AWAY.",17.09.2017 03:07:49,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  1055  3501  2860  9722  8273  7741  1040 12458  2050  2000  5390
  2055  2619  2040  3594  2919  2616  1012  4998  2013  1996  6904 22987
  2102  9887  4846  2011  1996  9722  1010  2023  2208  2003 11771 21358
  1012  2069  2324  8117  2015  2209  1998  3053  3062  6680  1012 13718
  1010  1045  2064  1005  1056  2131  2026  2769  2067  2022 10841 11022
  1045  4741  2205  2146  1012  2994  2185  1012   102]",131
Firewatch,91871482,Firewatch,hype and nothing more,13.09.2017 16:06:45,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  1044 18863  1998  2498  2062   102],13
Firewatch,91871483,Firewatch,"Linear and extremely short, and the developer is a dickbag.",16.09.2017 10:50:24,Nicht empfohlen,100.0,Nein,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  7399  1998  5186  2460  1010  1998  1996  9722  2003  1037  5980
 16078  1012   102]",29
Firewatch,91871484,Firewatch,thin skinned developer,19.09.2017 14:36:25,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,[  101  4857 19937  9722   102],9
Firewatch,91871485,Firewatch,"So I actually hated this game but what made me actually leave a review after months is their SJW dev who likes to virtue signal and threaten people with copyright law. Frankly, the only reason I bought it was because I saw a let's play and I regretted it. So if the dev is so offended they should give me my money back. In a nutshell here is why it sucks.

-Terrible framerates, 90% of the game was choppy, almost unplayably so, and my laptop can handle most games so has to be the game's issues.
- Very short, like not worth $20. $5 tops.
-Abysmal climax. It's basically some guy has been living in the woods messing with you for zero reason that is ever explained. Teased it will be something interesting. Isn't.
-Abysmal ending. So you basically just leave and you never get to see the chick you have been talking to the entire game. Nothing. Happens. Don't bother.
-Nothing requires skill. Like no puzzles, no secrets, just wandering around for no reaons. Think tiny skyrim where you fight nothing, discover nothing and talk to one person (who you never see). 

Basically this is a walking simulator with choppy framrates. Save your money. You'd be better off doing just about anything with it because the people who make this game are nasty people who like to stomp on people who use their content for any reason. Isn't that the exact opposite of why we buy indie games? Anyway, Iegit hated this game so you can take this review as unrelated to all of this.",13.09.2017 15:46:42,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2061  1045  2941  6283  2023  2208  2021  2054  2081  2033  2941
  2681  1037  3319  2044  2706  2003  2037  1055  3501  2860 16475  2040
  7777  2000 11870  4742  1998 15686  2111  2007  9385  2375  1012 19597
  1010  1996  2069  3114  1045  4149  2009  2001  2138  1045  2387  1037
  2292  1005  1055  2377  1998  1045 18991  2009  1012  2061  2065  1996
 16475  2003  2061 15807  2027  2323  2507  2033  2026  2769  2067  1012
  1999  1037 12264 18223  2182  2003  2339  2009 19237  1012  1011  6659
  4853 20370  1010  3938  1003  1997  1996  2208  2001 24494  7685  1010
  2471  4895 13068  8231  2061  1010  1998  2026 12191  2064  5047  2087
  2399  2061  2038  2000  2022  1996  2208  1005  1055  3314  1012  1011
  2200  2460  1010  2066  2025  4276  1002  2322  1012  1002  1019 13284
  1012  1011 11113  7274  9067 14463  1012  2009  1005  1055 10468  2070
  3124  2038  2042  2542  1999  1996  5249 22308  2007  2017  2005  5717
  3114  2008  2003  2412  4541  1012 13074  2009  2097  2022  2242  5875
  1012  3475  1005  1056  1012  1011 11113  7274  9067  4566  1012  2061
  2017 10468  2074  2681  1998  2017  2196  2131  2000  2156  1996 14556
  2017  2031  2042  3331  2000  1996  2972  2208  1012  2498  1012  6433
  1012  2123  1005  1056  8572  1012  1011  2498  5942  8066  1012  2066
  2053 19672  1010  2053  7800  1010  2074 13071  2105  2005  2053  2128
  7113  3619  1012  2228  4714  3712 20026  2073  2017  2954  2498  1010
  7523  2498  1998  2831  2000  2028  2711  1006  2040  2017  2196  2156
  1007  1012 10468  2023  2003  1037  3788 25837  2007 24494  7685 25312
  2213 20370  1012  3828  2115  2769  1012  2017  1005  1040  2022  2488
  2125  2725  2074  2055  2505  2007  2009  2138  1996  2111  2040  2191
  2023  2208  2024 11808  2111  2040  2066  2000  2358 25377  2006  2111
  2040  2224  2037  4180  2005  2151  3114  1012  3475  1005  1056  2008
  1996  6635  4500  1997  2339  2057  4965 10271  2399  1029  4312  1010
 29464 23806  6283  2023  2208  2061  2017  2064  2202  2023  3319  2004
 15142  2000  2035  1997  2023  1012   102]",649
Firewatch,91871486,Firewatch,"Bad story, pointless plot. Clunky Mechanics  - the whole game amounts to nothing and is not memorable in any way.

I wish I had never bought this game",11.09.2017,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101  2919  2466  1010 23100  5436  1012 18856 16814  2100  9760  1011
  1996  2878  2208  8310  2000  2498  1998  2003  2025 13432  1999  2151
  2126  1012  1045  4299  1045  2018  2196  4149  2023  2208   102]",66
Firewatch,91871487,Firewatch,Don't support a developer who feels like they have the right to abuse DMCA,17.09.2017 15:56:20,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2123  1005  1056  2490  1037  9722  2040  5683  2066  2027  2031
  1996  2157  2000  6905  1040 12458  2050   102]",39
Firewatch,91871488,Firewatch,Wont support this dev anylonger because of the SJWism and the Pewdiepie reaction,13.09.2017 21:15:24,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2180  2102  2490  2023 16475  2151 10052  2121  2138  1997  1996
  1055  3501  9148  6491  1998  1996 29071 10265 14756  4668   102]",41
Firewatch,91871489,Firewatch,"Developer is a crybaby who breaks the law by weaponizing DMCA.

Also the game is honestly trash. Very boring, shitty ending. Save your money.",13.09.2017 01:06:31,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  9722  2003  1037  5390  3676  3762  2040  7807  1996  2375  2011
  5195  6026  1040 12458  2050  1012  2036  1996  2208  2003  9826 11669
  1012  2200 11771  1010 28543  4566  1012  3828  2115  2769  1012   102]",68
Firewatch,91871490,Firewatch,"Boring. Basically a walking simulator which is very short in a way, could be better with a different story line. It is a huge waste of time and money.",14.09.2017,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,0.0,"[  101 11771  1012 10468  1037  3788 25837  2029  2003  2200  2460  1999
  1037  2126  1010  2071  2022  2488  2007  1037  2367  2466  2240  1012
  2009  2003  1037  4121  5949  1997  2051  1998  2769  1012   102]",67
Firewatch,91871491,Firewatch,Don't support game companies that try to grab publicity by damaging someone's reputation.  Most people didn't know what Firewatch was until they pulled their little stunt.,20.09.2017,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,1.0,"[  101  2123  1005  1056  2490  2208  3316  2008  3046  2000  6723 11845
  2011 15011  2619  1005  1055  5891  1012  2087  2111  2134  1005  1056
  2113  2054  2543 18866  2001  2127  2027  2766  2037  2210 15412  1012
   102]",70
Firewatch,91871492,Firewatch,"Worst walking simulator ever. Boring ""game"" with a terrible ending. Is NOT worth the money. I highly recommend people stay far away from this and all of this developer's games.",14.09.2017,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Metacritic,1.0,"[  101  5409  3788 25837  2412  1012 11771  1000  2208  1000  2007  1037
  6659  4566  1012  2003  2025  4276  1996  2769  1012  1045  3811 16755
  2111  2994  2521  2185  2013  2023  1998  2035  1997  2023  9722  1005
  1055  2399  1012   102]",77
Firewatch,91871493,Firewatch,"First, let me start off by saying this, firewatch is a good game. It is just the developers who are not. The whole youtube fiasco with PewDiePie has completly made me lose all respect for the developers. Campo Santo can't file a DMCA / strike someone for streaming the game, especially when they have already let others do it and not bothered them. The only reason they did it to Pewdiepie is because they didn't like what he had to say. Honestly, I don't even like watching pewdiepie. Im just so appalled by the developers actions that I think this review is necessary.",16.09.2017 01:45:40,Nicht empfohlen,100.0,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2034  1010  2292  2033  2707  2125  2011  3038  2023  1010  2543
 18866  2003  1037  2204  2208  1012  2009  2003  2074  1996  9797  2040
  2024  2025  1012  1996  2878  7858 19807  9363  2007 29071 10265 14756
  2038  4012 10814 14626  2081  2033  4558  2035  4847  2005  1996  9797
  1012 22339 11685  2064  1005  1056  5371  1037  1040 12458  2050  1013
  4894  2619  2005 11058  1996  2208  1010  2926  2043  2027  2031  2525
  2292  2500  2079  2009  1998  2025 11250  2068  1012  1996  2069  3114
  2027  2106  2009  2000 29071 10265 14756  2003  2138  2027  2134  1005
  1056  2066  2054  2002  2018  2000  2360  1012  9826  1010  1045  2123
  1005  1056  2130  2066  3666 29071 10265 14756  1012 10047  2074  2061
 29279  2011  1996  9797  4506  2008  1045  2228  2023  3319  2003  4072
  1012   102]",248
Firewatch,91871494,Firewatch,"It is absolute shit. It is a walking simulator, and the developer is a whiny bitch. If you support free speech and developers who make good games and take responsibility for their actions, don't play this game",14.09.2017 23:10:38,Nicht empfohlen,100.0,Ja,Ja,Ja,Ja,Ja,Ja,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2009  2003  7619  4485  1012  2009  2003  1037  3788 25837  1010
  1998  1996  9722  2003  1037  1059 10606  2100  7743  1012  2065  2017
  2490  2489  4613  1998  9797  2040  2191  2204  2399  1998  2202  5368
  2005  2037  4506  1010  2123  1005  1056  2377  2023  2208   102]",92
Firewatch,91871495,Firewatch,"Pretty enough art, generic gameplay, the buildup to a mystery is lackluster at best.",18.09.2017 14:36:23,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  3492  2438  2396  1010 12391 11247  1010  1996  3857  6279  2000
  1037  6547  2003  3768  7393  3334  2012  2190  1012   102]",42
Firewatch,91871496,Firewatch,"Sean Vanaman, Not giving you or any company you are asociated with my money ever agin.",15.09.2017 12:32:13,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  5977  3158 23093  1010  2025  3228  2017  2030  2151  2194  2017
  2024  2004 10085 15070  2007  2026  2769  2412 12943  2378  1012   102]",44
Firewatch,91871497,Firewatch,"Wouldn't play this game, the devs might sue you if you do",15.09.2017 16:49:34,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Campo Santo"" reichten eine DMCA-Beschwerde gegen ein Video ein, das der bekannte YouTuber ""PewDiePie"" zu Firewatch gemacht hatte (d.h. er wurde gezwungen, das Video zu entfernen), nachdem PewDiePie während eines seiner Livestreams eine rassistische Bemerkung geäußert hatte. Viele Spieler gaben daraufhin negative Bewertungen zu Firewatch ab und bezeichneten die Entwickler als ""Social Justice Warrior"" (SJW), oder behaupteten sie würden Zensur unterstützen.",negativ,Steam,,"[  101  2876  1005  1056  2377  2023  2208  1010  1996 16475  2015  2453
  9790  2017  2065  2017  2079   102]",35
