project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,num_annotators,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Skyrim - Paid Mods,91872649,The Elder Scrolls V: Skyrim,"A horrible day.Paid modding is added now and is killing the modding community.Once an ok game with mods is now utter trash.

Thank you Valve and Bethesda for ruining the modding community.",26.04.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  1037  9202  2154  1012  3825 16913  4667  2003  2794  2085  1998
  2003  4288  1996 16913  4667  2451  1012  2320  2019  7929  2208  2007
 16913  2015  2003  2085 14395 11669  1012  4067  2017 10764  1998  7014
  2229  2850  2005 27853  1996 16913  4667  2451  1012   102]",84
Skyrim - Paid Mods,91872650,The Elder Scrolls V: Skyrim,Valve introduced paid mods for this game which is unacceptable.,27.04.2015 22:35:35,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101 10764  3107  3825 16913  2015  2005  2023  2208  2029  2003 21873
  1012   102]",25
Skyrim - Paid Mods,91872651,The Elder Scrolls V: Skyrim,"The day I pay for a mod is the day I take a long walk off a short pier.
So very few mods deserve any kind of payment option, and the ones that do I've donated directly to the authors.",24.04.2015 17:28:37,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  1996  2154  1045  3477  2005  1037 16913  2003  1996  2154  1045
  2202  1037  2146  3328  2125  1037  2460 10356  1012  2061  2200  2261
 16913  2015 10107  2151  2785  1997  7909  5724  1010  1998  1996  3924
  2008  2079  1045  1005  2310  6955  3495  2000  1996  6048  1012   102]",92
Skyrim - Paid Mods,91872652,The Elder Scrolls V: Skyrim,"They collaborate to create paid mods. so no this deserve nothing more than 0 .
mods was the things that make me buy this game. same for friends.
now you have to pay for mods ... mods that use other mods without paying sometyhing. limit illegal .
don't support paid mods.
they can add a donation button with % share between creator, valve and devs . .. it w",26.04.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  2027 20880  2000  3443  3825 16913  2015  1012  2061  2053  2023
 10107  2498  2062  2084  1014  1012 16913  2015  2001  1996  2477  2008
  2191  2033  4965  2023  2208  1012  2168  2005  2814  1012  2085  2017
  2031  2000  3477  2005 16913  2015  1012  1012  1012 16913  2015  2008
  2224  2060 16913  2015  2302  7079  2070  3723 12053  1012  5787  6206
  1012  2123  1005  1056  2490  3825 16913  2015  1012  2027  2064  5587
  1037 13445  6462  2007  1003  3745  2090  8543  1010 10764  1998 16475
  2015  1012  1012  1012  2009  1059   102]",170
Skyrim - Paid Mods,91872653,The Elder Scrolls V: Skyrim,"I'll start out by saying that I've enjoyed Skyrim. With the vibrant modding community, a game that on its own is an interesting, but very buggy and somewhat tedious affair has become an extremely enjoyable experience. All due to the efforts over the years by many people. 

However, with Valve now allowing others to sell mods, and even mods that have been free and downright /necessary/ for an enjoyable experience, such as SkyUI, I can no longer recommend this game to others. Even at the current discount price, buying this game now would support this atrocious move by Valve. Do not support the sale of mods by buying this game, and do not buy paid mods.",25.04.2015 21:40:52,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  1045  1005  2222  2707  2041  2011  3038  2008  1045  1005  2310
  5632  3712 20026  1012  2007  1996 17026 16913  4667  2451  1010  1037
  2208  2008  2006  2049  2219  2003  2019  5875  1010  2021  2200 11829
  6292  1998  5399  6945  6313  6771  2038  2468  2019  5186 22249  3325
  1012  2035  2349  2000  1996  4073  2058  1996  2086  2011  2116  2111
  1012  2174  1010  2007 10764  2085  4352  2500  2000  5271 16913  2015
  1010  1998  2130 16913  2015  2008  2031  2042  2489  1998  2091 15950
  1013  4072  1013  2005  2019 22249  3325  1010  2107  2004  3712 10179
  1010  1045  2064  2053  2936 16755  2023  2208  2000  2500  1012  2130
  2012  1996  2783 19575  3976  1010  9343  2023  2208  2085  2052  2490
  2023  2012  3217 18436  2693  2011 10764  1012  2079  2025  2490  1996
  5096  1997 16913  2015  2011  9343  2023  2208  1010  1998  2079  2025
  4965  3825 16913  2015  1012   102]",283
Skyrim - Paid Mods,91872654,The Elder Scrolls V: Skyrim,"This game would have been long forgotten if it weren't for the faithful modding community.

Creating paid mods not only destroys the spirit of the community, but also destroys the one truly good reason to play this game.

This blatantly shameless money grab has not gone unnoticed and unfortunately, causes me to give a game with great potential a pass.",27.04.2015,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  2023  2208  2052  2031  2042  2146  6404  2065  2009  4694  1005
  1056  2005  1996 11633 16913  4667  2451  1012  4526  3825 16913  2015
  2025  2069 20735  1996  4382  1997  1996  2451  1010  2021  2036 20735
  1996  2028  5621  2204  3114  2000  2377  2023  2208  1012  2023  1038
 20051 15706  9467  3238  2769  6723  2038  2025  2908 22719  1998  6854
  1010  5320  2033  2000  2507  1037  2208  2007  2307  4022  1037  3413
  1012   102]",140
Skyrim - Paid Mods,91872655,The Elder Scrolls V: Skyrim,"Great game, not so great that we have to pay for mods",26.04.2015 02:43:28,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2307  2208  1010  2025  2061  2307  2008  2057  2031  2000  3477
  2005 16913  2015   102]",31
Skyrim - Paid Mods,91872656,The Elder Scrolls V: Skyrim,"PAID.
MODS.

it is dead for me",24.04.2015 22:11:54,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,[  101  3825  1012 16913  2015  1012  2009  2003  2757  2005  2033   102],23
Skyrim - Paid Mods,91872657,The Elder Scrolls V: Skyrim,Supporting paid mods by making them into DLC's??? The beginning of the end of creativity. It must be easy to taking 75% of the funds from someone elses hard work. I no longer recommend any game that allows such a crooked process.,25.04.2015 20:34:09,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  4637  3825 16913  2015  2011  2437  2068  2046 21469  2278  1005
  1055  1029  1029  1029  1996  2927  1997  1996  2203  1997 14842  1012
  2009  2442  2022  3733  2000  2635  4293  1003  1997  1996  5029  2013
  2619  2842  2015  2524  2147  1012  1045  2053  2936 16755  2151  2208
  2008  4473  2107  1037 15274  2832  1012   102]",107
Skyrim - Paid Mods,91872658,The Elder Scrolls V: Skyrim,"Bethesda, you've supported something that goes against what PC Gaming is known for.",24.04.2015 14:21:27,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  7014  2229  2850  1010  2017  1005  2310  3569  2242  2008  3632
  2114  2054  7473 10355  2003  2124  2005  1012   102]",41
Skyrim - Paid Mods,91872659,The Elder Scrolls V: Skyrim,"     if you bought this on console there is no reason to buy it again on pc. I Played this for years on console. when i got a pc i figured i'd buy it again so i can get all the cool FREE mods.  

welp, so much for that. 

",24.04.2015 02:43:57,Nicht empfohlen,100.0,1,Ja,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2065  2017  4149  2023  2006 10122  2045  2003  2053  3114  2000
  4965  2009  2153  2006  7473  1012  1045  2209  2023  2005  2086  2006
 10122  1012  2043  1045  2288  1037  7473  1045  6618  1045  1005  1040
  4965  2009  2153  2061  1045  2064  2131  2035  1996  4658  2489 16913
  2015  1012  2057 14277  1010  2061  2172  2005  2008  1012   102]",114
Skyrim - Paid Mods,91872660,The Elder Scrolls V: Skyrim,"Skyrim, when it works, is very time consuming and entertaining. When it doesnt, well, lets just say that it's the opposite. This isnt a unique attribute of Skyrim, most games that are not working (be it due to bugs or crashes or anything) arent enjoyable experiences. 

Skyrim gets its negative rating from me due to the frequency with which the game will crash, the AI bug out, or any number of other game-breaking problems occur. This can get so frequent that it is often not worth even trying to get the game to work.",26.04.2015 13:16:14,Nicht empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  3712 20026  1010  2043  2009  2573  1010  2003  2200  2051 15077
  1998 14036  1012  2043  2009  2987  2102  1010  2092  1010 11082  2074
  2360  2008  2009  1005  1055  1996  4500  1012  2023  3475  2102  1037
  4310 17961  1997  3712 20026  1010  2087  2399  2008  2024  2025  2551
  1006  2022  2009  2349  2000 12883  2030 19119  2030  2505  1007  4995
  2102 22249  6322  1012  3712 20026  4152  2049  4997  5790  2013  2033
  2349  2000  1996  6075  2007  2029  1996  2208  2097  5823  1010  1996
  9932 11829  2041  1010  2030  2151  2193  1997  2060  2208  1011  4911
  3471  5258  1012  2023  2064  2131  2061  6976  2008  2009  2003  2411
  2025  4276  2130  2667  2000  2131  1996  2208  2000  2147  1012   102]",229
Skyrim - Paid Mods,91872661,The Elder Scrolls V: Skyrim,"Oh Gaben has come to own all modder's heart.
I tell you, I tell you, the paid mods come.
With the bullshitting power of ancient scam art.
Believe, believe, the paid mods come.
The end to the era of passion at heart.
Beware, beware, the paids mods come.
Capitalism yet grows.
You'll know, you'll know, the paid mods have come.


$/10",25.04.2015 23:10:01,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Nein,Ja,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2821 12900  2078  2038  2272  2000  2219  2035 16913  4063  1005
  1055  2540  1012  1045  2425  2017  1010  1045  2425  2017  1010  1996
  3825 16913  2015  2272  1012  2007  1996 14636  3436  2373  1997  3418
  8040  3286  2396  1012  2903  1010  2903  1010  1996  3825 16913  2015
  2272  1012  1996  2203  2000  1996  3690  1997  6896  2012  2540  1012
  2022  8059  1010  2022  8059  1010  1996  3825  2015 16913  2015  2272
  1012 16498  2664  7502  1012  2017  1005  2222  2113  1010  2017  1005
  2222  2113  1010  1996  3825 16913  2015  2031  2272  1012  1002  1013
  2184   102]",188
Skyrim - Paid Mods,91872662,The Elder Scrolls V: Skyrim,A middlingly good RPG which became something incredible with the help of its strong modding community - as Oblivion and Morrowind did before it - now crippled by Bethesda & Valve's attempt to monetise that community.  A textbook example of how to turn the whole market against your series and your company.,26.04.2015,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,1.0,"[  101  1037  3054 14423  2135  2204 22531  2029  2150  2242  9788  2007
  1996  2393  1997  2049  2844 16913  4667  2451  1011  2004 24034  1998
 19084 22254  2106  2077  2009  1011  2085 24433  2011  7014  2229  2850
  1004 10764  1005  1055  3535  2000 12256 20624  3366  2008  2451  1012
  1037 16432  2742  1997  2129  2000  2735  1996  2878  3006  2114  2115
  2186  1998  2115  2194  1012   102]",121
Skyrim - Paid Mods,91872663,The Elder Scrolls V: Skyrim,Fire axe do 1 damage more than normal axe fuk u bethcofsta big scam report u,23.04.2015 19:26:20,Nicht empfohlen,100.0,1,Nein,Ja,Ja,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2543 12946  2079  1015  4053  2062  2084  3671 12946 11865  2243
  1057  7014  3597 10343  2696  2502  8040  3286  3189  1057   102]",42
Skyrim - Paid Mods,91872664,The Elder Scrolls V: Skyrim,Bethesda and Valve have destroyed the modding community forever.,28.04.2015 00:57:14,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  7014  2229  2850  1998 10764  2031  3908  1996 16913  4667  2451
  5091  1012   102]",28
Skyrim - Paid Mods,91872665,The Elder Scrolls V: Skyrim,crappy phisichs. 0/10,27.04.2015 01:35:03,Nicht empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,[  101 10231  7685 13569 19570  7898  1012  1014  1013  2184   102],19
Skyrim - Paid Mods,91872666,The Elder Scrolls V: Skyrim,"Game 10/10
Paying for mods -10/10
Sorry Steam but that's bullshit! Want to really support mod creators? Remove this atrocity of a paywall and add way of donating to the authors directly.",24.04.2015 08:12:32,Nicht empfohlen,100.0,1,Ja,Nein,Ja,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2208  2184  1013  2184  7079  2005 16913  2015  1011  2184  1013
  2184  3374  5492  2021  2008  1005  1055 14636   999  2215  2000  2428
  2490 16913 17277  1029  6366  2023  2012 21735  1997  1037  3477  9628
  1998  5587  2126  1997 24260  3436  2000  1996  6048  3495  1012   102]",91
Skyrim - Paid Mods,91872667,The Elder Scrolls V: Skyrim,The paywall for the mods ruins the game. Mods is what makes Skyrim.,26.04.2015 07:06:51,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Nein,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  1996  3477  9628  2005  1996 16913  2015  8435  1996  2208  1012
 16913  2015  2003  2054  3084  3712 20026  1012   102]",39
Skyrim - Paid Mods,91872668,The Elder Scrolls V: Skyrim,Got fucked by Bethesda and Valve. Be welcomed by Ubisoft and EA you two. You aren't better anymore.,26.04.2015 12:32:50,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  2288 21746  2011  7014  2229  2850  1998 10764  1012  2022 10979
  2011  1057 18477 15794  1998 19413  2017  2048  1012  2017  4995  1005
  1056  2488  4902  1012   102]",52
Skyrim - Paid Mods,91872669,The Elder Scrolls V: Skyrim,"Paid mods? FUCK YOU. Only 25% of the benefits reach the modders. Yeah, you did it to help modders. Totally.",26.04.2015 13:04:09,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Nein,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Steam,,"[  101  3825 16913  2015  1029  6616  2017  1012  2069  2423  1003  1997
  1996  6666  3362  1996 16913 13375  1012  3398  1010  2017  2106  2009
  2000  2393 16913 13375  1012  6135  1012   102]",59
Skyrim - Paid Mods,91872670,The Elder Scrolls V: Skyrim,"With the monitization of mods, I can not recommend this game.  In Bethseda's defense, taking 1.5 times more than a service that hosts your software to download makes sense.  However, since Valve takes 30%, it leaves creators with only 25% from each sale, and they demand that modders must make $100 USD before receiving any money at all.  That means for a modder to see any money, they have to sell $400 worth of mods before even seeing a dime.

The current paid mod workplace is filled with cash for gold, overpowered weapons and armor, stolen content, and various mods designed to break your game to force you to reinstall.

Overnight, Valve has destroyed a community that was driven not by ""money as information"" but goodwill and user feedback.  Bravo.",27.04.2015,Nicht empfohlen,100.0,1,Ja,Nein,Nein,Ja,Ja,Nein,"Die Entwickler ""Bethesda"" versuchten bezahlte Mods für Skyrim im Steam-Workshop einzuführen, d.h. kostenpflichtige Zusatzinhalte, die direkt über Steam für das Spiel heruntergeladen werden konnten. Allerdings sollten dabei nur 25 % der Einnahmen an die Entwickler der Mods gehen und der Rest an Bethesda und Valve (der Firma hinter Steam). Da das von vielen Spielern als Versuch der Entwickler gesehen wurde, von der Arbeit der Modder selbst zu profitieren, und viele der Meinung waren, Mods sollten grundsätzlich kostenlos sein, hinterließen einige negative Reviews für Skyrim.",negativ,Metacritic,0.0,"[  101  2007  1996 12256 25090  9276  1997 16913  2015  1010  1045  2064
  2025 16755  2023  2208  1012  1999  7014  6924  2050  1005  1055  3639
  1010  2635  1015  1012  1019  2335  2062  2084  1037  2326  2008  6184
  2115  4007  2000  8816  3084  3168  1012  2174  1010  2144 10764  3138
  2382  1003  1010  2009  3727 17277  2007  2069  2423  1003  2013  2169
  5096  1010  1998  2027  5157  2008 16913 13375  2442  2191  1002  2531
 13751  2077  4909  2151  2769  2012  2035  1012  2008  2965  2005  1037
 16913  4063  2000  2156  2151  2769  1010  2027  2031  2000  5271  1002
  4278  4276  1997 16913  2015  2077  2130  3773  1037 27211  1012  1996
  2783  3825 16913 16165  2003  3561  2007  5356  2005  2751  1010  2058
 27267  4255  1998  8177  1010  7376  4180  1010  1998  2536 16913  2015
  2881  2000  3338  2115  2208  2000  2486  2017  2000 19222  9080  2140
  1012 11585  1010 10764  2038  3908  1037  2451  2008  2001  5533  2025
  2011  1000  2769  2004  2592  1000  2021 22875  1998  5310 12247  1012
 17562  1012   102]",320
