project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,num_annotators,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Assassin's Creed Unity,91871107,Assassin's Creed Unity,this is one of the best assassin's creed game i've ever played has a really really really good story and yes some things are broken but i never had to reload a save the intire game if people would look past the bugs it's a really good game and this was the very first assassin's creed game i've played all the way through,04.06.2019 23:11:54,Empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2003  2028  1997  1996  2190 12025  1005  1055 16438  2208
  1045  1005  2310  2412  2209  2038  1037  2428  2428  2428  2204  2466
  1998  2748  2070  2477  2024  3714  2021  1045  2196  2018  2000  2128
 11066  1037  3828  1996 20014  7442  2208  2065  2111  2052  2298  2627
  1996 12883  2009  1005  1055  1037  2428  2204  2208  1998  2023  2001
  1996  2200  2034 12025  1005  1055 16438  2208  1045  1005  2310  2209
  2035  1996  2126  2083   102]",147
Assassin's Creed Unity,91871108,Assassin's Creed Unity,"Saying I was an assassin inside the Notre Dame in this video game and tactically calculating how to take said man's life in a building that has been a part of my life for most of it. Most note worthy appearance would have to be the Hump back of Notre Dame, many of us have watched this but it show cases the depth of the structure. I love hearing that company's that I have supported by purchasing MANY of their games sometimes twice with my wife make donations to make the world great or preserve some of the things that make us all want to make a good difference in the world. This game aims to be accurate and they are even using this games digital reconstruction of the building to start the re-build. Just, wow... :)",22.04.2019 00:44:04,Empfohlen,100.0,1,Ja,Ja,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  3038  1045  2001  2019 12025  2503  1996 10289  8214  1999  2023
  2678  2208  1998  8608  2135 20177  2129  2000  2202  2056  2158  1005
  1055  2166  1999  1037  2311  2008  2038  2042  1037  2112  1997  2026
  2166  2005  2087  1997  2009  1012  2087  3602 11007  3311  2052  2031
  2000  2022  1996 14910  2361  2067  1997 10289  8214  1010  2116  1997
  2149  2031  3427  2023  2021  2009  2265  3572  1996  5995  1997  1996
  3252  1012  1045  2293  4994  2008  2194  1005  1055  2008  1045  2031
  3569  2011 13131  2116  1997  2037  2399  2823  3807  2007  2026  2564
  2191 11440  2000  2191  1996  2088  2307  2030  7969  2070  1997  1996
  2477  2008  2191  2149  2035  2215  2000  2191  1037  2204  4489  1999
  1996  2088  1012  2023  2208  8704  2000  2022  8321  1998  2027  2024
  2130  2478  2023  2399  3617  8735  1997  1996  2311  2000  2707  1996
  2128  1011  3857  1012  2074  1010 10166  1012  1012  1012  1024  1007
   102]",305
Assassin's Creed Unity,91871109,Assassin's Creed Unity,Let us pray for Notre-Dame. Thank you for making the game. It was good job.,16.04.2019 16:02:42,Empfohlen,100.0,1,Ja,Nein,Nein,Nein,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2292  2149 11839  2005 10289  1011  8214  1012  4067  2017  2005
  2437  1996  2208  1012  2009  2001  2204  3105  1012   102]",42
Assassin's Creed Unity,91871110,Assassin's Creed Unity,"What a heartbreaking game... Just one more year in the oven and it would've been the best AC since 2. All the greatness is there; You'll have many moments during the story cinematics that make you say ""How is this so quality while on the other hand there are flying Parisians?""

Also: Best parkour in the series. Don't understand why Ubi has pretty much taken it out from the new games.",31.08.2019 17:58:43,Empfohlen,100.0,1,Nein,Ja,Ja,Ja,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2054  1037 27724  2075  2208  1012  1012  1012  2074  2028  2062
  2095  1999  1996 17428  1998  2009  2052  1005  2310  2042  1996  2190
  9353  2144  1016  1012  2035  1996  2307  2791  2003  2045  1025  2017
  1005  2222  2031  2116  5312  2076  1996  2466 21014  2015  2008  2191
  2017  2360  1000  2129  2003  2023  2061  3737  2096  2006  1996  2060
  2192  2045  2024  3909 24262  2015  1029  1000  2036  1024  2190  2380
  8162  1999  1996  2186  1012  2123  1005  1056  3305  2339  1057  5638
  2038  3492  2172  2579  2009  2041  2013  1996  2047  2399  1012   102]",188
Assassin's Creed Unity,91871111,Assassin's Creed Unity,"This is an alright game to the Assassins Creed series. However, I don't find the story as intense and great as the previous games like Assassins Creed II. However I do like the idea of having a co-op mode, only downside is that the required hardware for this game is ridiculous, I was able to run Assassins Creed Syndicate perfectly fine on a GTX 670, i5, 16gb DDR2 Ram build, However had troubles running this game. Overall this game is alright, not the best. The declining parkour mechanics where smooth and nice but this game needs to be optimised in order for it to be somewhat decent to run on lower end PC's.",30.04.2019 14:38:03,Empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2003  2019 10303  2208  2000  1996 18364 16438  2186  1012
  2174  1010  1045  2123  1005  1056  2424  1996  2466  2004  6387  1998
  2307  2004  1996  3025  2399  2066 18364 16438  2462  1012  2174  1045
  2079  2066  1996  2801  1997  2383  1037  2522  1011  6728  5549  1010
  2069 12482  5178  2003  2008  1996  3223  8051  2005  2023  2208  2003
  9951  1010  1045  2001  2583  2000  2448 18364 16438 16229  6669  2986
  2006  1037 14181  2595 25535  1010  1045  2629  1010  2385 18259 20315
  2099  2475  8223  3857  1010  2174  2018 13460  2770  2023  2208  1012
  3452  2023  2208  2003 10303  1010  2025  1996  2190  1012  1996 13993
  2380  8162  9760  2073  5744  1998  3835  2021  2023  2208  3791  2000
  2022 23569 27605  6924  1999  2344  2005  2009  2000  2022  5399 11519
  2000  2448  2006  2896  2203  7473  1005  1055  1012   102]",265
Assassin's Creed Unity,91871112,Assassin's Creed Unity,"I am writing this review because it was the first game i pre-order on Steam. I was watching the trailer and gameplay of the Assassin's Creed Unity and I thought this was a great game with the multiplayer Co-op with your friends on the missions at the same time. Then there were some problems about the glitches and bugs (haha, i remember seeing those inside out face of one character and randomly NPC pop-ups and the player falling down the white abyss).

Maybe i didn't had a great time with the game because i was using my laptop at first run but i did enjoy the game.
But i heard the game was more stable after a few years later and playable.",01.07.2019 12:19:20,Empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1045  2572  3015  2023  3319  2138  2009  2001  1996  2034  2208
  1045  3653  1011  2344  2006  5492  1012  1045  2001  3666  1996  9117
  1998 11247  1997  1996 12025  1005  1055 16438  8499  1998  1045  2245
  2023  2001  1037  2307  2208  2007  1996 17762  2522  1011  6728  2007
  2115  2814  2006  1996  6416  2012  1996  2168  2051  1012  2059  2045
  2020  2070  3471  2055  1996  1043 15909  8376  1998 12883  1006  5292
  3270  1010  1045  3342  3773  2216  2503  2041  2227  1997  2028  2839
  1998 18154 27937  2278  3769  1011 11139  1998  1996  2447  4634  2091
  1996  2317 22159  1007  1012  2672  1045  2134  1005  1056  2018  1037
  2307  2051  2007  1996  2208  2138  1045  2001  2478  2026 12191  2012
  2034  2448  2021  1045  2106  5959  1996  2208  1012  2021  1045  2657
  1996  2208  2001  2062  6540  2044  1037  2261  2086  2101  1998 16854
  1012   102]",280
Assassin's Creed Unity,91871113,Assassin's Creed Unity,It's fine,29.06.2019 21:19:38,Empfohlen,100.0,1,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 2009 1005 1055 2986  102],6
Assassin's Creed Unity,91871114,Assassin's Creed Unity,"Can visit Notre Dam again
10/10",29.06.2019 07:27:51,Empfohlen,100.0,1,Ja,Ja,Nein,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101  2064  3942 10289  5477  2153  2184  1013  2184   102],19
Assassin's Creed Unity,91871115,Assassin's Creed Unity,"Decent story, great graphical fidelity, and an overall engaging multiplayer experience paired with subsequent patches makes this game actually quite enjoyable.",21.04.2019 09:02:05,Empfohlen,66.66666666666666,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101 11519  2466  1010  2307 20477 22625  1010  1998  2019  3452 11973
 17762  3325 12739  2007  4745 13864  3084  2023  2208  2941  3243 22249
  1012   102]",44
Assassin's Creed Unity,91871116,Assassin's Creed Unity,Really nice AC game. It has captured the flame of France.,20.07.2019 07:45:20,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[ 101 2428 3835 9353 2208 1012 2009 2038 4110 1996 8457 1997 2605 1012
  102]",15
Assassin's Creed Unity,91871117,Assassin's Creed Unity,"my autistic son was shot on sight when found playing this game. after recovery, he was beaten down at a subway by a woman who wasn't a day older than 53. He was then killed from the thought of this game. God damn it Ubisoft...",16.04.2019 05:05:19,Empfohlen,77.77777777777779,3,Nein,Nein,Nein,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2026  8740 16774  2594  2365  2001  2915  2006  4356  2043  2179
  2652  2023  2208  1012  2044  7233  1010  2002  2001  7854  2091  2012
  1037 10798  2011  1037  2450  2040  2347  1005  1056  1037  2154  3080
  2084  5187  1012  2002  2001  2059  2730  2013  1996  2245  1997  2023
  2208  1012  2643  4365  2009  1057 18477 15794  1012  1012  1012   102]",116
Assassin's Creed Unity,91871118,Assassin's Creed Unity,"感谢育碧为人类文明做出的贡献！
Dear Ubisoft, thanks for your contribution  to human civilization!
Cher Ubisoft, merci pour votre contribution à la civilisation humaine!",16.04.2019 12:01:29,Empfohlen,77.77777777777779,3,Ja,Nein,Nein,Ja,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101   100   100   100   100   100  1756   100  1861  1865   100  1774
  1916   100   100  1986  6203  1057 18477 15794  1010  4283  2005  2115
  6691  2000  2529 10585   999 24188  1057 18477 15794  1010 21442  6895
 10364 29536  7913  6691  1037  2474  2942  6648 14910 18175   999   102]",96
Assassin's Creed Unity,91871119,Assassin's Creed Unity,"Builder A: Are we really going to build a tomb under the pool?
Builder B: Yeah, I think so. That's what the UBI's drawing says anyway.",16.04.2019 21:01:14,Empfohlen,66.66666666666666,3,Nein,Nein,Nein,Ja,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101 12508  1037  1024  2024  2057  2428  2183  2000  3857  1037  8136
  2104  1996  4770  1029 12508  1038  1024  3398  1010  1045  2228  2061
  1012  2008  1005  1055  2054  1996  1057  5638  1005  1055  5059  2758
  4312  1012   102]",76
Assassin's Creed Unity,91871120,Assassin's Creed Unity,"A beautiful game, great scenery and atmosphere. Controls seem rather clumsy at times, but still definitely worth it!",09.07.2019 09:52:40,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1037  3376  2208  1010  2307 17363  1998  7224  1012  7711  4025
  2738 22902  2012  2335  1010  2021  2145  5791  4276  2009   999   102]",47
Assassin's Creed Unity,91871121,Assassin's Creed Unity,Love this game!,30.06.2019 07:11:12,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 2293 2023 2208  999  102],7
Assassin's Creed Unity,91871122,Assassin's Creed Unity,"A bit wonky, there's a glitch here and there but no doubt Paris looks extremely beautiful",02.07.2019 05:38:24,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1037  2978  2180  4801  1010  2045  1005  1055  1037  1043 15909
  2818  2182  1998  2045  2021  2053  4797  3000  3504  5186  3376   102]",47
Assassin's Creed Unity,91871123,Assassin's Creed Unity,"a good gameplay, has decent coop and good character customizations 
but, bad optimisations and the plot has a loophole like, what happened after killing germain , did arno get back to the assassins , it was never shown and did modern day assassins go after the skull for that DNA genetic shit? we will never know",06.05.2019 03:22:47,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  1037  2204 11247  1010  2038 11519 21859  1998  2204  2839  7661
 22318  2021  1010  2919 23569 27605 26652  2015  1998  1996  5436  2038
  1037  7077 11484  2066  1010  2054  3047  2044  4288 19192  1010  2106
 12098  3630  2131  2067  2000  1996 18364  1010  2009  2001  2196  3491
  1998  2106  2715  2154 18364  2175  2044  1996  7412  2005  2008  6064
  7403  4485  1029  2057  2097  2196  2113   102]",124
Assassin's Creed Unity,91871124,Assassin's Creed Unity,Elise has a very nice everything,17.06.2019 04:33:44,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101 14251  2038  1037  2200  3835  2673   102],15
Assassin's Creed Unity,91871125,Assassin's Creed Unity,Vary Good,30.06.2019 19:01:27,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 8137 2204  102],4
Assassin's Creed Unity,91871126,Assassin's Creed Unity,"Story Mode is fun but once you finish it, there's nothing to really do, the multiplayer is a bit boring.",01.07.2019 22:53:26,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2466  5549  2003  4569  2021  2320  2017  3926  2009  1010  2045
  1005  1055  2498  2000  2428  2079  1010  1996 17762  2003  1037  2978
 11771  1012   102]",52
Assassin's Creed Unity,91871127,Assassin's Creed Unity,Back when this game was released i was impressed by its graphics and gameplay but playing it in 2019 it is dry. There are not as many bugs as on release day though. Still worth a shot for hardcore assassin's creed fans.,03.08.2019 20:13:08,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2067  2043  2023  2208  2001  2207  1045  2001  7622  2011  2049
  8389  1998 11247  2021  2652  2009  1999 10476  2009  2003  4318  1012
  2045  2024  2025  2004  2116 12883  2004  2006  2713  2154  2295  1012
  2145  4276  1037  2915  2005 13076 12025  1005  1055 16438  4599  1012
   102]",92
Assassin's Creed Unity,91871128,Assassin's Creed Unity,"This is definitely one of the best AC games.

I love that you can play some missions with your friends and use all your abilities together.
Unfortunately, I have experienced bugs in some of the quests which affect the gameplay a bit.",03.07.2019 23:36:46,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2023  2003  5791  2028  1997  1996  2190  9353  2399  1012  1045
  2293  2008  2017  2064  2377  2070  6416  2007  2115  2814  1998  2224
  2035  2115  7590  2362  1012  6854  1010  1045  2031  5281 12883  1999
  2070  1997  1996  8795  2015  2029  7461  1996 11247  1037  2978  1012
   102]",96
Assassin's Creed Unity,91871129,Assassin's Creed Unity,"Despite its reputation, this is a really stellar game with breathtaking visuals. I'm having the time of my life playing through it.",07.07.2019 18:29:53,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2750  2049  5891  1010  2023  2003  1037  2428 17227  2208  2007
  3052 17904 26749  1012  1045  1005  1049  2383  1996  2051  1997  2026
  2166  2652  2083  2009  1012   102]",57
Assassin's Creed Unity,91871130,Assassin's Creed Unity,"The only thing I don't care about other comment is a bad game It's already epic game for uplay for this game as well I like it 
a music too Everybody Wants to Rule the World",17.07.2019 12:54:21,Empfohlen,88.88888888888889,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[ 101 1996 2069 2518 1045 2123 1005 1056 2729 2055 2060 7615 2003 1037
 2919 2208 2009 1005 1055 2525 8680 2208 2005 2039 8485 2005 2023 2208
 2004 2092 1045 2066 2009 1037 2189 2205 7955 4122 2000 3627 1996 2088
  102]",43
Assassin's Creed Unity,91871131,Assassin's Creed Unity,Atmosperic and beautifully crafted. Easily among the top AC titles. Don't miss out on this iconic chapter in the AC story!,22.04.2019 20:37:45,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101 27218  2891  4842  2594  1998 17950 19275  1012  4089  2426  1996
  2327  9353  4486  1012  2123  1005  1056  3335  2041  2006  2023 14430
  3127  1999  1996  9353  2466   999   102]",59
Assassin's Creed Unity,91871132,Assassin's Creed Unity,There were a few bugs which is a bummer but the coop system is very nice,30.06.2019 13:23:09,Empfohlen,100.0,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,"[  101  2045  2020  1037  2261 12883  2029  2003  1037 26352  5017  2021
  1996 21859  2291  2003  2200  3835   102]",35
Assassin's Creed Unity,91871133,Assassin's Creed Unity,"Surrounded by French people, 0/10.",27.05.2019 05:32:08,Empfohlen,77.77777777777779,3,Nein,Ja,Ja,Nein,Ja,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[ 101 5129 2011 2413 2111 1010 1014 1013 2184 1012  102],11
Assassin's Creed Unity,91871134,Assassin's Creed Unity,what bug ?,22.04.2019 15:21:06,Empfohlen,77.77777777777777,3,Nein,Ja,Ja,Nein,Nein,Nein,"Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.",positiv,Steam,,[  101  2054 11829  1029   102],9
