project,annotation_question,num_reviews_yes,num_reviews_no,annotator_id,num_annotated_reviews,avg_lead_time_annotator_in_s,avg_agreement_annotator
Firewatch,criticism-praise-game-content,23,7,17811,30,14.43,79.44
Firewatch,is-review-bombing,12,3,17911,15,56.34,100.0
Firewatch,criticism-praise-ideological,14,1,17911,15,56.34,100.0
Firewatch,criticism-praise-political,2,13,17911,15,56.34,100.0
Firewatch,criticism-praise-developer-publisher,7,8,17911,15,56.34,100.0
Firewatch,criticism-praise-game-content,11,4,17911,15,56.34,100.0
Firewatch,is-rating-game-related,14,1,17911,15,56.34,100.0
Firewatch,is-rating-game-related,10,5,18232,15,88.58,77.78
Firewatch,criticism-praise-political,6,9,18232,15,88.58,77.78
Firewatch,criticism-praise-game-content,10,5,18232,15,88.58,77.78
Firewatch,criticism-praise-ideological,11,4,18232,15,88.58,77.78
Firewatch,is-review-bombing,9,6,18232,15,88.58,77.78
Firewatch,criticism-praise-developer-publisher,9,6,18232,15,88.58,77.78
Firewatch,is-rating-game-related,14,16,18236,30,36.38,84.81
Firewatch,criticism-praise-game-content,25,5,18236,30,36.38,84.81
Firewatch,criticism-praise-developer-publisher,19,11,18236,30,36.38,84.81
Firewatch,criticism-praise-political,1,29,18236,30,36.38,84.81
Firewatch,criticism-praise-ideological,18,12,18236,30,36.38,84.81
Firewatch,is-review-bombing,18,12,18236,30,36.38,84.81
Firewatch,criticism-praise-developer-publisher,9,11,18248,20,24.85,84.72
Firewatch,is-rating-game-related,17,3,18248,20,24.85,84.72
Firewatch,criticism-praise-game-content,17,3,18248,20,24.85,84.72
Firewatch,criticism-praise-political,1,19,18248,20,24.85,84.72
Firewatch,is-review-bombing,9,11,18248,20,24.85,84.72
Firewatch,criticism-praise-ideological,2,18,18248,20,24.85,84.72
Firewatch,criticism-praise-game-content,11,4,18440,15,24.32,74.07
Firewatch,criticism-praise-developer-publisher,8,7,18440,15,24.32,74.07
Firewatch,is-rating-game-related,9,6,18440,15,24.32,74.07
Firewatch,is-review-bombing,9,6,18440,15,24.32,74.07
Firewatch,criticism-praise-ideological,10,5,18440,15,24.32,74.07
Firewatch,criticism-praise-political,7,8,18440,15,24.32,74.07
Mortal Kombat 11,is-review-bombing,8,7,9365,15,34.64,89.26
Mortal Kombat 11,criticism-praise-developer-publisher,8,7,9365,15,34.64,89.26
Mortal Kombat 11,criticism-praise-political,2,13,9365,15,34.64,89.26
Mortal Kombat 11,is-rating-game-related,15,0,9365,15,34.64,89.26
Mortal Kombat 11,criticism-praise-game-content,15,0,9365,15,34.64,89.26
Mortal Kombat 11,criticism-praise-ideological,4,11,9365,15,34.64,89.26
Mortal Kombat 11,criticism-praise-developer-publisher,19,11,9368,30,38.13,96.11
Mortal Kombat 11,is-review-bombing,22,8,9368,30,38.13,96.11
Mortal Kombat 11,criticism-praise-game-content,20,10,9368,30,38.13,96.11
Mortal Kombat 11,criticism-praise-ideological,16,14,9368,30,38.13,96.11
Mortal Kombat 11,criticism-praise-political,2,28,9368,30,38.13,96.11
Mortal Kombat 11,is-rating-game-related,8,22,9368,30,38.13,96.11
Mortal Kombat 11,criticism-praise-ideological,28,7,9627,35,46.23,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,15,20,9627,35,46.23,100.0
Mortal Kombat 11,is-review-bombing,23,12,9627,35,46.23,100.0
Mortal Kombat 11,criticism-praise-political,1,34,9627,35,46.23,100.0
Mortal Kombat 11,is-rating-game-related,24,11,9627,35,46.23,100.0
Mortal Kombat 11,criticism-praise-game-content,23,12,9627,35,46.23,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,9,11,9754,20,23.91,81.67
Mortal Kombat 11,criticism-praise-political,1,19,9754,20,23.91,81.67
Mortal Kombat 11,is-review-bombing,11,9,9754,20,23.91,81.67
Mortal Kombat 11,criticism-praise-ideological,12,8,9754,20,23.91,81.67
Mortal Kombat 11,is-rating-game-related,19,1,9754,20,23.91,81.67
Mortal Kombat 11,criticism-praise-game-content,16,4,9754,20,23.91,81.67
Mortal Kombat 11,criticism-praise-political,4,16,10389,20,35.95,100.0
Mortal Kombat 11,is-review-bombing,6,14,10389,20,35.95,100.0
Mortal Kombat 11,criticism-praise-game-content,18,2,10389,20,35.95,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,7,13,10389,20,35.95,100.0
Mortal Kombat 11,criticism-praise-ideological,8,12,10389,20,35.95,100.0
Mortal Kombat 11,is-rating-game-related,17,3,10389,20,35.95,100.0
Mortal Kombat 11,criticism-praise-ideological,2,14,11478,16,51.59,64.58
Mortal Kombat 11,is-rating-game-related,5,11,11478,16,51.59,64.58
Mortal Kombat 11,criticism-praise-political,4,12,11478,16,51.59,64.58
Mortal Kombat 11,criticism-praise-developer-publisher,14,2,11478,16,51.59,64.58
Mortal Kombat 11,criticism-praise-game-content,10,6,11478,16,51.59,64.58
Mortal Kombat 11,is-review-bombing,12,4,11478,16,51.59,64.58
Mortal Kombat 11,is-rating-game-related,28,1,11790,29,46.99,66.67
Mortal Kombat 11,criticism-praise-ideological,19,10,11790,29,46.99,66.67
Mortal Kombat 11,is-review-bombing,14,15,11790,29,46.99,66.67
Mortal Kombat 11,criticism-praise-political,3,26,11790,29,46.99,66.67
Mortal Kombat 11,criticism-praise-game-content,20,9,11790,29,46.99,66.67
Mortal Kombat 11,criticism-praise-developer-publisher,18,11,11790,29,46.99,66.67
Mortal Kombat 11,criticism-praise-developer-publisher,9,21,13430,30,27.44,70.0
Mortal Kombat 11,criticism-praise-game-content,30,0,13430,30,27.44,70.0
Mortal Kombat 11,criticism-praise-ideological,21,9,13430,30,27.44,70.0
Mortal Kombat 11,is-rating-game-related,12,18,13430,30,27.44,70.0
Mortal Kombat 11,criticism-praise-political,7,23,13430,30,27.44,70.0
Mortal Kombat 11,is-review-bombing,23,7,13430,30,27.44,70.0
Mortal Kombat 11,is-review-bombing,30,30,15655,60,29.74,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,16,44,15655,60,29.74,100.0
Mortal Kombat 11,criticism-praise-ideological,5,55,15655,60,29.74,100.0
Mortal Kombat 11,criticism-praise-political,8,52,15655,60,29.74,100.0
Mortal Kombat 11,is-rating-game-related,60,0,15655,60,29.74,100.0
Mortal Kombat 11,criticism-praise-game-content,57,3,15655,60,29.74,100.0
Mortal Kombat 11,criticism-praise-game-content,14,1,15657,15,36.81,100.0
Mortal Kombat 11,is-rating-game-related,13,2,15657,15,36.81,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,3,12,15657,15,36.81,100.0
Mortal Kombat 11,criticism-praise-political,5,10,15657,15,36.81,100.0
Mortal Kombat 11,criticism-praise-ideological,7,8,15657,15,36.81,100.0
Mortal Kombat 11,is-review-bombing,10,5,15657,15,36.81,100.0
Mortal Kombat 11,criticism-praise-political,3,27,16195,30,37.6,96.11
Mortal Kombat 11,is-rating-game-related,21,9,16195,30,37.6,96.11
Mortal Kombat 11,criticism-praise-developer-publisher,15,15,16195,30,37.6,96.11
Mortal Kombat 11,is-review-bombing,10,20,16195,30,37.6,96.11
Mortal Kombat 11,criticism-praise-game-content,26,4,16195,30,37.6,96.11
Mortal Kombat 11,criticism-praise-ideological,8,22,16195,30,37.6,96.11
Mortal Kombat 11,is-review-bombing,4,11,17568,15,13.8,74.44
Mortal Kombat 11,criticism-praise-game-content,10,5,17568,15,13.8,74.44
Mortal Kombat 11,criticism-praise-political,1,14,17568,15,13.8,74.44
Mortal Kombat 11,is-rating-game-related,11,4,17568,15,13.8,74.44
Mortal Kombat 11,criticism-praise-ideological,8,7,17568,15,13.8,74.44
Mortal Kombat 11,criticism-praise-developer-publisher,7,8,17568,15,13.8,74.44
Mortal Kombat 11,criticism-praise-ideological,15,0,17629,15,36.02,78.52
Mortal Kombat 11,criticism-praise-political,2,13,17629,15,36.02,78.52
Mortal Kombat 11,criticism-praise-developer-publisher,12,3,17629,15,36.02,78.52
Mortal Kombat 11,criticism-praise-game-content,14,1,17629,15,36.02,78.52
Mortal Kombat 11,is-review-bombing,9,6,17629,15,36.02,78.52
Mortal Kombat 11,is-rating-game-related,13,2,17629,15,36.02,78.52
Mortal Kombat 11,is-rating-game-related,25,10,17750,35,30.73,87.14
Mortal Kombat 11,criticism-praise-developer-publisher,28,7,17750,35,30.73,87.14
Mortal Kombat 11,criticism-praise-political,16,19,17750,35,30.73,87.14
Mortal Kombat 11,criticism-praise-ideological,4,31,17750,35,30.73,87.14
Mortal Kombat 11,criticism-praise-game-content,32,3,17750,35,30.73,87.14
Mortal Kombat 11,is-review-bombing,20,15,17750,35,30.73,87.14
Mortal Kombat 11,criticism-praise-ideological,10,0,17758,10,86.27,100.0
Mortal Kombat 11,criticism-praise-political,2,8,17758,10,86.27,100.0
Mortal Kombat 11,criticism-praise-game-content,10,0,17758,10,86.27,100.0
Mortal Kombat 11,is-review-bombing,7,3,17758,10,86.27,100.0
Mortal Kombat 11,is-rating-game-related,10,0,17758,10,86.27,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,4,6,17758,10,86.27,100.0
Mortal Kombat 11,criticism-praise-political,8,22,17811,30,16.78,78.33
Mortal Kombat 11,criticism-praise-ideological,10,20,17811,30,16.78,78.33
Mortal Kombat 11,criticism-praise-game-content,27,3,17811,30,16.78,78.33
Mortal Kombat 11,is-rating-game-related,26,4,17811,30,16.78,78.33
Mortal Kombat 11,is-review-bombing,7,23,17811,30,16.78,78.33
Mortal Kombat 11,criticism-praise-developer-publisher,16,14,17811,30,16.78,78.33
Mortal Kombat 11,criticism-praise-game-content,15,0,17911,15,50.31,100.0
Mortal Kombat 11,is-rating-game-related,15,0,17911,15,50.31,100.0
Mortal Kombat 11,criticism-praise-ideological,14,1,17911,15,50.31,100.0
Mortal Kombat 11,criticism-praise-political,0,15,17911,15,50.31,100.0
Mortal Kombat 11,criticism-praise-developer-publisher,6,9,17911,15,50.31,100.0
Mortal Kombat 11,is-review-bombing,12,3,17911,15,50.31,100.0
Mortal Kombat 11,is-review-bombing,3,12,18232,15,55.17,74.44
Mortal Kombat 11,criticism-praise-political,3,12,18232,15,55.17,74.44
Mortal Kombat 11,criticism-praise-ideological,5,10,18232,15,55.17,74.44
Mortal Kombat 11,criticism-praise-developer-publisher,6,9,18232,15,55.17,74.44
Mortal Kombat 11,is-rating-game-related,14,1,18232,15,55.17,74.44
Mortal Kombat 11,criticism-praise-game-content,13,2,18232,15,55.17,74.44
Mortal Kombat 11,is-review-bombing,11,19,18236,30,40.67,78.15
Mortal Kombat 11,criticism-praise-political,5,25,18236,30,40.67,78.15
Mortal Kombat 11,criticism-praise-ideological,12,18,18236,30,40.67,78.15
Mortal Kombat 11,criticism-praise-game-content,25,5,18236,30,40.67,78.15
Mortal Kombat 11,criticism-praise-developer-publisher,24,6,18236,30,40.67,78.15
Mortal Kombat 11,is-rating-game-related,20,10,18236,30,40.67,78.15
Mortal Kombat 11,is-rating-game-related,20,0,18248,20,34.14,85.28
Mortal Kombat 11,is-review-bombing,11,9,18248,20,34.14,85.28
Mortal Kombat 11,criticism-praise-ideological,2,18,18248,20,34.14,85.28
Mortal Kombat 11,criticism-praise-game-content,20,0,18248,20,34.14,85.28
Mortal Kombat 11,criticism-praise-political,0,20,18248,20,34.14,85.28
Mortal Kombat 11,criticism-praise-developer-publisher,10,10,18248,20,34.14,85.28
Mortal Kombat 11,criticism-praise-game-content,15,0,18440,15,28.82,62.22
Mortal Kombat 11,criticism-praise-developer-publisher,11,4,18440,15,28.82,62.22
Mortal Kombat 11,is-rating-game-related,15,0,18440,15,28.82,62.22
Mortal Kombat 11,is-review-bombing,6,9,18440,15,28.82,62.22
Mortal Kombat 11,criticism-praise-ideological,15,0,18440,15,28.82,62.22
Mortal Kombat 11,criticism-praise-political,3,12,18440,15,28.82,62.22
Borderlands - Epic Store,is-review-bombing,7,8,9365,15,37.4,81.48
Borderlands - Epic Store,criticism-praise-developer-publisher,7,8,9365,15,37.4,81.48
Borderlands - Epic Store,criticism-praise-political,0,15,9365,15,37.4,81.48
Borderlands - Epic Store,is-rating-game-related,9,6,9365,15,37.4,81.48
Borderlands - Epic Store,criticism-praise-game-content,11,4,9365,15,37.4,81.48
Borderlands - Epic Store,criticism-praise-ideological,6,9,9365,15,37.4,81.48
Borderlands - Epic Store,criticism-praise-developer-publisher,17,13,9368,30,24.85,96.67
Borderlands - Epic Store,is-review-bombing,19,11,9368,30,24.85,96.67
Borderlands - Epic Store,criticism-praise-game-content,15,15,9368,30,24.85,96.67
Borderlands - Epic Store,criticism-praise-ideological,14,16,9368,30,24.85,96.67
Borderlands - Epic Store,criticism-praise-political,0,30,9368,30,24.85,96.67
Borderlands - Epic Store,is-rating-game-related,3,27,9368,30,24.85,96.67
Borderlands - Epic Store,criticism-praise-ideological,25,10,9627,35,38.84,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,16,19,9627,35,38.84,100.0
Borderlands - Epic Store,is-review-bombing,23,12,9627,35,38.84,100.0
Borderlands - Epic Store,criticism-praise-political,0,35,9627,35,38.84,100.0
Borderlands - Epic Store,is-rating-game-related,18,17,9627,35,38.84,100.0
Borderlands - Epic Store,criticism-praise-game-content,19,16,9627,35,38.84,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,9,11,9754,20,29.48,88.89
Borderlands - Epic Store,criticism-praise-political,0,20,9754,20,29.48,88.89
Borderlands - Epic Store,is-review-bombing,10,10,9754,20,29.48,88.89
Borderlands - Epic Store,criticism-praise-ideological,2,18,9754,20,29.48,88.89
Borderlands - Epic Store,is-rating-game-related,12,8,9754,20,29.48,88.89
Borderlands - Epic Store,criticism-praise-game-content,12,8,9754,20,29.48,88.89
Borderlands - Epic Store,criticism-praise-political,0,20,10389,20,27.25,100.0
Borderlands - Epic Store,is-review-bombing,9,11,10389,20,27.25,100.0
Borderlands - Epic Store,criticism-praise-game-content,10,10,10389,20,27.25,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,11,9,10389,20,27.25,100.0
Borderlands - Epic Store,criticism-praise-ideological,10,10,10389,20,27.25,100.0
Borderlands - Epic Store,is-rating-game-related,9,11,10389,20,27.25,100.0
Borderlands - Epic Store,criticism-praise-ideological,2,14,11478,16,50.21,77.78
Borderlands - Epic Store,is-rating-game-related,6,10,11478,16,50.21,77.78
Borderlands - Epic Store,criticism-praise-political,0,16,11478,16,50.21,77.78
Borderlands - Epic Store,criticism-praise-developer-publisher,11,5,11478,16,50.21,77.78
Borderlands - Epic Store,criticism-praise-game-content,11,5,11478,16,50.21,77.78
Borderlands - Epic Store,is-review-bombing,8,8,11478,16,50.21,77.78
Borderlands - Epic Store,is-rating-game-related,19,11,11790,30,55.16,75.0
Borderlands - Epic Store,criticism-praise-ideological,19,11,11790,30,55.16,75.0
Borderlands - Epic Store,is-review-bombing,23,7,11790,30,55.16,75.0
Borderlands - Epic Store,criticism-praise-political,0,30,11790,30,55.16,75.0
Borderlands - Epic Store,criticism-praise-game-content,14,16,11790,30,55.16,75.0
Borderlands - Epic Store,criticism-praise-developer-publisher,15,15,11790,30,55.16,75.0
Borderlands - Epic Store,criticism-praise-developer-publisher,6,24,13430,30,21.51,73.7
Borderlands - Epic Store,criticism-praise-game-content,12,18,13430,30,21.51,73.7
Borderlands - Epic Store,criticism-praise-ideological,7,23,13430,30,21.51,73.7
Borderlands - Epic Store,is-rating-game-related,0,30,13430,30,21.51,73.7
Borderlands - Epic Store,criticism-praise-political,0,30,13430,30,21.51,73.7
Borderlands - Epic Store,is-review-bombing,23,7,13430,30,21.51,73.7
Borderlands - Epic Store,is-review-bombing,38,22,15655,60,24.95,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,19,41,15655,60,24.95,100.0
Borderlands - Epic Store,criticism-praise-ideological,7,53,15655,60,24.95,100.0
Borderlands - Epic Store,criticism-praise-political,0,60,15655,60,24.95,100.0
Borderlands - Epic Store,is-rating-game-related,33,27,15655,60,24.95,100.0
Borderlands - Epic Store,criticism-praise-game-content,37,23,15655,60,24.95,100.0
Borderlands - Epic Store,criticism-praise-game-content,9,6,15657,15,26.06,100.0
Borderlands - Epic Store,is-rating-game-related,9,6,15657,15,26.06,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,12,3,15657,15,26.06,100.0
Borderlands - Epic Store,criticism-praise-political,0,15,15657,15,26.06,100.0
Borderlands - Epic Store,criticism-praise-ideological,2,13,15657,15,26.06,100.0
Borderlands - Epic Store,is-review-bombing,10,5,15657,15,26.06,100.0
Borderlands - Epic Store,criticism-praise-political,0,30,16195,30,15.29,96.67
Borderlands - Epic Store,is-rating-game-related,12,18,16195,30,15.29,96.67
Borderlands - Epic Store,criticism-praise-developer-publisher,6,24,16195,30,15.29,96.67
Borderlands - Epic Store,is-review-bombing,19,11,16195,30,15.29,96.67
Borderlands - Epic Store,criticism-praise-game-content,16,14,16195,30,15.29,96.67
Borderlands - Epic Store,criticism-praise-ideological,28,2,16195,30,15.29,96.67
Borderlands - Epic Store,is-review-bombing,10,5,17568,15,16.22,72.22
Borderlands - Epic Store,criticism-praise-game-content,7,8,17568,15,16.22,72.22
Borderlands - Epic Store,criticism-praise-political,5,10,17568,15,16.22,72.22
Borderlands - Epic Store,is-rating-game-related,6,9,17568,15,16.22,72.22
Borderlands - Epic Store,criticism-praise-ideological,8,7,17568,15,16.22,72.22
Borderlands - Epic Store,criticism-praise-developer-publisher,9,6,17568,15,16.22,72.22
Borderlands - Epic Store,criticism-praise-ideological,7,8,17629,15,21.83,83.7
Borderlands - Epic Store,criticism-praise-political,0,15,17629,15,21.83,83.7
Borderlands - Epic Store,criticism-praise-developer-publisher,9,6,17629,15,21.83,83.7
Borderlands - Epic Store,criticism-praise-game-content,7,8,17629,15,21.83,83.7
Borderlands - Epic Store,is-review-bombing,10,5,17629,15,21.83,83.7
Borderlands - Epic Store,is-rating-game-related,4,11,17629,15,21.83,83.7
Borderlands - Epic Store,is-rating-game-related,19,16,17750,35,22.99,87.14
Borderlands - Epic Store,criticism-praise-developer-publisher,27,8,17750,35,22.99,87.14
Borderlands - Epic Store,criticism-praise-political,16,19,17750,35,22.99,87.14
Borderlands - Epic Store,criticism-praise-ideological,5,30,17750,35,22.99,87.14
Borderlands - Epic Store,criticism-praise-game-content,19,16,17750,35,22.99,87.14
Borderlands - Epic Store,is-review-bombing,18,17,17750,35,22.99,87.14
Borderlands - Epic Store,criticism-praise-ideological,10,0,17758,10,46.38,100.0
Borderlands - Epic Store,criticism-praise-political,2,8,17758,10,46.38,100.0
Borderlands - Epic Store,criticism-praise-game-content,6,4,17758,10,46.38,100.0
Borderlands - Epic Store,is-review-bombing,7,3,17758,10,46.38,100.0
Borderlands - Epic Store,is-rating-game-related,4,6,17758,10,46.38,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,7,3,17758,10,46.38,100.0
Borderlands - Epic Store,criticism-praise-political,1,29,17811,30,12.8,85.56
Borderlands - Epic Store,criticism-praise-ideological,21,9,17811,30,12.8,85.56
Borderlands - Epic Store,criticism-praise-game-content,16,14,17811,30,12.8,85.56
Borderlands - Epic Store,is-rating-game-related,12,18,17811,30,12.8,85.56
Borderlands - Epic Store,is-review-bombing,21,9,17811,30,12.8,85.56
Borderlands - Epic Store,criticism-praise-developer-publisher,23,7,17811,30,12.8,85.56
Borderlands - Epic Store,criticism-praise-game-content,7,8,17911,15,30.57,100.0
Borderlands - Epic Store,is-rating-game-related,15,0,17911,15,30.57,100.0
Borderlands - Epic Store,criticism-praise-ideological,10,5,17911,15,30.57,100.0
Borderlands - Epic Store,criticism-praise-political,0,15,17911,15,30.57,100.0
Borderlands - Epic Store,criticism-praise-developer-publisher,7,8,17911,15,30.57,100.0
Borderlands - Epic Store,is-review-bombing,12,3,17911,15,30.57,100.0
Borderlands - Epic Store,is-review-bombing,12,3,18232,15,40.24,72.22
Borderlands - Epic Store,criticism-praise-political,1,14,18232,15,40.24,72.22
Borderlands - Epic Store,criticism-praise-ideological,0,15,18232,15,40.24,72.22
Borderlands - Epic Store,criticism-praise-developer-publisher,12,3,18232,15,40.24,72.22
Borderlands - Epic Store,is-rating-game-related,8,7,18232,15,40.24,72.22
Borderlands - Epic Store,criticism-praise-game-content,9,6,18232,15,40.24,72.22
Borderlands - Epic Store,is-review-bombing,18,12,18236,30,30.72,77.41
Borderlands - Epic Store,criticism-praise-political,0,30,18236,30,30.72,77.41
Borderlands - Epic Store,criticism-praise-ideological,0,30,18236,30,30.72,77.41
Borderlands - Epic Store,criticism-praise-game-content,20,10,18236,30,30.72,77.41
Borderlands - Epic Store,criticism-praise-developer-publisher,22,8,18236,30,30.72,77.41
Borderlands - Epic Store,is-rating-game-related,12,18,18236,30,30.72,77.41
Borderlands - Epic Store,is-rating-game-related,17,3,18248,20,32.59,79.44
Borderlands - Epic Store,is-review-bombing,10,10,18248,20,32.59,79.44
Borderlands - Epic Store,criticism-praise-ideological,3,17,18248,20,32.59,79.44
Borderlands - Epic Store,criticism-praise-game-content,17,3,18248,20,32.59,79.44
Borderlands - Epic Store,criticism-praise-political,1,19,18248,20,32.59,79.44
Borderlands - Epic Store,criticism-praise-developer-publisher,8,12,18248,20,32.59,79.44
Borderlands - Epic Store,criticism-praise-game-content,10,5,18440,15,22.63,76.3
Borderlands - Epic Store,criticism-praise-developer-publisher,10,5,18440,15,22.63,76.3
Borderlands - Epic Store,is-rating-game-related,6,9,18440,15,22.63,76.3
Borderlands - Epic Store,is-review-bombing,10,5,18440,15,22.63,76.3
Borderlands - Epic Store,criticism-praise-ideological,13,2,18440,15,22.63,76.3
Borderlands - Epic Store,criticism-praise-political,0,15,18440,15,22.63,76.3
Ukraine-Russia-Support,is-review-bombing,2,13,9365,15,36.78,95.56
Ukraine-Russia-Support,criticism-praise-developer-publisher,3,12,9365,15,36.78,95.56
Ukraine-Russia-Support,criticism-praise-political,2,13,9365,15,36.78,95.56
Ukraine-Russia-Support,is-rating-game-related,13,2,9365,15,36.78,95.56
Ukraine-Russia-Support,criticism-praise-game-content,11,4,9365,15,36.78,95.56
Ukraine-Russia-Support,criticism-praise-ideological,3,12,9365,15,36.78,95.56
Ukraine-Russia-Support,criticism-praise-developer-publisher,9,21,9368,30,26.55,96.11
Ukraine-Russia-Support,is-review-bombing,11,19,9368,30,26.55,96.11
Ukraine-Russia-Support,criticism-praise-game-content,22,8,9368,30,26.55,96.11
Ukraine-Russia-Support,criticism-praise-ideological,0,30,9368,30,26.55,96.11
Ukraine-Russia-Support,criticism-praise-political,10,20,9368,30,26.55,96.11
Ukraine-Russia-Support,is-rating-game-related,4,26,9368,30,26.55,96.11
Ukraine-Russia-Support,criticism-praise-ideological,16,19,9627,35,32.1,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,6,29,9627,35,32.1,100.0
Ukraine-Russia-Support,is-review-bombing,12,23,9627,35,32.1,100.0
Ukraine-Russia-Support,criticism-praise-political,10,25,9627,35,32.1,100.0
Ukraine-Russia-Support,is-rating-game-related,20,15,9627,35,32.1,100.0
Ukraine-Russia-Support,criticism-praise-game-content,23,12,9627,35,32.1,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,5,15,9754,20,17.75,91.67
Ukraine-Russia-Support,criticism-praise-political,4,16,9754,20,17.75,91.67
Ukraine-Russia-Support,is-review-bombing,4,16,9754,20,17.75,91.67
Ukraine-Russia-Support,criticism-praise-ideological,2,18,9754,20,17.75,91.67
Ukraine-Russia-Support,is-rating-game-related,16,4,9754,20,17.75,91.67
Ukraine-Russia-Support,criticism-praise-game-content,16,4,9754,20,17.75,91.67
Ukraine-Russia-Support,criticism-praise-political,6,14,10389,20,21.25,100.0
Ukraine-Russia-Support,is-review-bombing,7,13,10389,20,21.25,100.0
Ukraine-Russia-Support,criticism-praise-game-content,12,8,10389,20,21.25,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,7,13,10389,20,21.25,100.0
Ukraine-Russia-Support,criticism-praise-ideological,6,14,10389,20,21.25,100.0
Ukraine-Russia-Support,is-rating-game-related,13,7,10389,20,21.25,100.0
Ukraine-Russia-Support,criticism-praise-ideological,0,16,11478,16,50.76,77.08
Ukraine-Russia-Support,is-rating-game-related,10,6,11478,16,50.76,77.08
Ukraine-Russia-Support,criticism-praise-political,3,13,11478,16,50.76,77.08
Ukraine-Russia-Support,criticism-praise-developer-publisher,5,11,11478,16,50.76,77.08
Ukraine-Russia-Support,criticism-praise-game-content,11,5,11478,16,50.76,77.08
Ukraine-Russia-Support,is-review-bombing,6,10,11478,16,50.76,77.08
Ukraine-Russia-Support,is-rating-game-related,24,6,11790,30,50.04,79.44
Ukraine-Russia-Support,criticism-praise-ideological,13,17,11790,30,50.04,79.44
Ukraine-Russia-Support,is-review-bombing,11,19,11790,30,50.04,79.44
Ukraine-Russia-Support,criticism-praise-political,11,19,11790,30,50.04,79.44
Ukraine-Russia-Support,criticism-praise-game-content,18,12,11790,30,50.04,79.44
Ukraine-Russia-Support,criticism-praise-developer-publisher,11,19,11790,30,50.04,79.44
Ukraine-Russia-Support,criticism-praise-developer-publisher,8,22,13430,30,19.21,78.33
Ukraine-Russia-Support,criticism-praise-game-content,17,13,13430,30,19.21,78.33
Ukraine-Russia-Support,criticism-praise-ideological,7,23,13430,30,19.21,78.33
Ukraine-Russia-Support,is-rating-game-related,6,24,13430,30,19.21,78.33
Ukraine-Russia-Support,criticism-praise-political,5,25,13430,30,19.21,78.33
Ukraine-Russia-Support,is-review-bombing,16,14,13430,30,19.21,78.33
Ukraine-Russia-Support,is-review-bombing,25,35,15655,60,21.6,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,11,49,15655,60,21.6,100.0
Ukraine-Russia-Support,criticism-praise-ideological,2,58,15655,60,21.6,100.0
Ukraine-Russia-Support,criticism-praise-political,18,42,15655,60,21.6,100.0
Ukraine-Russia-Support,is-rating-game-related,45,15,15655,60,21.6,100.0
Ukraine-Russia-Support,criticism-praise-game-content,42,18,15655,60,21.6,100.0
Ukraine-Russia-Support,criticism-praise-game-content,8,7,15657,15,28.01,100.0
Ukraine-Russia-Support,is-rating-game-related,5,10,15657,15,28.01,100.0
Ukraine-Russia-Support,criticism-praise-developer-publisher,5,10,15657,15,28.01,100.0
Ukraine-Russia-Support,criticism-praise-political,10,5,15657,15,28.01,100.0
Ukraine-Russia-Support,criticism-praise-ideological,1,14,15657,15,28.01,100.0
Ukraine-Russia-Support,is-review-bombing,11,4,15657,15,28.01,100.0
Ukraine-Russia-Support,criticism-praise-political,8,22,16195,30,18.98,96.11
Ukraine-Russia-Support,is-rating-game-related,24,6,16195,30,18.98,96.11
Ukraine-Russia-Support,criticism-praise-developer-publisher,8,22,16195,30,18.98,96.11
Ukraine-Russia-Support,is-review-bombing,9,21,16195,30,18.98,96.11
Ukraine-Russia-Support,criticism-praise-game-content,26,4,16195,30,18.98,96.11
Ukraine-Russia-Support,criticism-praise-ideological,12,18,16195,30,18.98,96.11
Ukraine-Russia-Support,is-review-bombing,3,12,17568,15,24.62,87.78
Ukraine-Russia-Support,criticism-praise-game-content,10,5,17568,15,24.62,87.78
Ukraine-Russia-Support,criticism-praise-political,3,12,17568,15,24.62,87.78
Ukraine-Russia-Support,is-rating-game-related,10,5,17568,15,24.62,87.78
Ukraine-Russia-Support,criticism-praise-ideological,3,12,17568,15,24.62,87.78
Ukraine-Russia-Support,criticism-praise-developer-publisher,3,12,17568,15,24.62,87.78
Ukraine-Russia-Support,criticism-praise-ideological,11,4,17629,15,17.75,88.89
Ukraine-Russia-Support,criticism-praise-political,3,12,17629,15,17.75,88.89
Ukraine-Russia-Support,criticism-praise-developer-publisher,3,12,17629,15,17.75,88.89
Ukraine-Russia-Support,criticism-praise-game-content,12,3,17629,15,17.75,88.89
Ukraine-Russia-Support,is-review-bombing,3,12,17629,15,17.75,88.89
