project,id,game_name_display,review,review_date,combined_rating,annotation_certainty,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Ukraine-Russia-Support,91992429,S.T.A.L.K.E.R.: Shadow of Chernobyl,"Started this game with the 'Autumn Aurora 2.1' mod. No regrets, whatsoever. Haven't finished it yet, bet goddayum it's good. Also gotta love them snorks
",28.03.2022 23:29:34,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2318  2023  2208  2007  1996  1005  7114 13158  1016  1012  1015
  1005 16913  1012  2053 23161  1010 18971  1012  4033  1005  1056  2736
  2009  2664  1010  6655  2643 10259  2819  2009  1005  1055  2204  1012
  2036 10657  2293  2068  1055 12131  5705   102]",81
Ukraine-Russia-Support,91992430,The Witcher 3: Wild Hunt,"Everyone already said everything about this, this should be a model for game building, **** like this comes once in a year im happy.",10.03.2022,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,10.0,"[  101  3071  2525  2056  2673  2055  2023  1010  2023  2323  2022  1037
  2944  2005  2208  2311  1010  1008  1008  1008  1008  2066  2023  3310
  2320  1999  1037  2095 10047  3407  1012   102]",63
Ukraine-Russia-Support,91992431,S.T.A.L.K.E.R.: Call of Pripyat,"I Felt Pretty Balla with my AK and shotgun, entered a building, got jumped, immediate code brown, woke my baby with a scream

10/10 would terrorize myself again",11.03.2022 21:14:24,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  1045  2371  3492  3608  2050  2007  2026 17712  1998 13305  1010
  3133  1037  2311  1010  2288  5598  1010  6234  3642  2829  1010  8271
  2026  3336  2007  1037  6978  2184  1013  2184  2052  7404  4697  2870
  2153   102]",74
Ukraine-Russia-Support,91992432,Frostpunk,"11 bit studios think before you speak.
The words you say can only be forgiven, not forgotten.",26.02.2022 14:21:13,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2340  2978  4835  2228  2077  2017  3713  1012  1996  2616  2017
  2360  2064  2069  2022 24280  1010  2025  6404  1012   102]",43
Ukraine-Russia-Support,91992433,The Witcher Enhanced Edition,"The amount of misinformed Russians in the comments is really sad to see, good on CDPR to speak out against the war-crimes Putin is committing in Ukraine right now (e.g. bombing childrens hospitals). I hope all of you Russians are able to live freely without propaganda at one time in the future. Thanks CDPR for this great game!",09.03.2022 21:17:16,Empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  1996  3815  1997 28616  2378 29021 12513  1999  1996  7928  2003
  2428  6517  2000  2156  1010  2204  2006  8561  2099  2000  3713  2041
  2114  1996  2162  1011  6997 22072  2003 16873  1999  5924  2157  2085
  1006  1041  1012  1043  1012  8647  2336  2015  8323  1007  1012  1045
  3246  2035  1997  2017 12513  2024  2583  2000  2444 10350  2302 10398
  2012  2028  2051  1999  1996  2925  1012  4283  8561  2099  2005  2023
  2307  2208   999   102]",145
Ukraine-Russia-Support,91992434,GWENT: The Witcher Card Game,this is awsome plz play <3,01.03.2022 19:02:30,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[  101  2023  2003 22091 14045 20228  2480  2377  1026  1017   102],19
Ukraine-Russia-Support,91992435,Cyberpunk 2077,"Disgusting and hypocritical, Stay silent while your American father bombs Middle Eastern countries",04.03.2022 10:52:07,Nicht empfohlen,100.0,Ja,Nein,Nein,Nein,Nein,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101 19424  1998  1044 22571 10085 14778  7476  1010  2994  4333  2096
  2115  2137  2269  9767  2690  2789  3032   102]",36
Ukraine-Russia-Support,91992436,The Witcher 2: Assassins of Kings,"After part 1 this game more playable but and become more boring, more slow! I think this game not much better than part 1.",03.03.2022,Nicht empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[  101  2044  2112  1015  2023  2208  2062 16854  2021  1998  2468  2062
 11771  1010  2062  4030   999  1045  2228  2023  2208  2025  2172  2488
  2084  2112  1015  1012   102]",57
Ukraine-Russia-Support,91992437,The Witcher 3: Wild Hunt,"...................../´¯/)
....................,/¯../
.................../..../
............./´¯/'...'/´¯¯`·¸
........../'/.../..../......./¨¯\
........('(...´...´.... ¯~/'...')
.........\.................'...../
..........''...\.......... _.·´
............\..............(
..............\.............\..去你妈的傻逼游戏公司，不好好做游戏掺和你妈的政治，双标狗Go fucking stupid game company, don't do good games mixed with your mom's politics, double standard dog.fuck you
",04.03.2022 06:24:40,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[ 101 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1012 1013  100 1013 1007 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1010 1013  100 1012 1012 1013 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1013 1012 1012 1012 1012 1013 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1013  100 1013 1005 1012 1012 1012 1005
 1013  100 1036 1087  100 1012 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1013 1005 1013 1012 1012 1012 1013 1012 1012 1012 1012 1013 1012
 1012 1012 1012 1012 1012 1012 1013  100 1032 1012 1012 1012 1012 1012
 1012 1012 1012 1006 1005 1006 1012 1012 1012 1084 1012 1012 1012 1084
 1012 1012 1012 1012  100 1066 1013 1005 1012 1012 1012 1005 1007 1012
 1012 1012 1012 1012 1012 1012 1012 1012 1032 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1012 1005 1012
 1012 1012 1012 1012 1013 1012 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1005 1005 1012 1012 1012 1032 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1035 1012 1087 1084 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1032 1012 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1006 1012 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1032 1012 1012 1012 1012 1012 1012
 1012 1012 1012 1012 1012 1012 1012 1032 1012 1012  100  100  100 1916
  100  100  100  100 1772 1791 1989 1744  100  100  100  100  100  100
 1796  100  100 1916 1860 1900 1989  100  100  100 2175 8239 5236 2208
 2194 1010 2123 1005 1056 2079 2204 2399 3816 2007 2115 3566 1005 1055
 4331 1010 3313 3115 3899 1012 6616 2017  102]",370
Ukraine-Russia-Support,91992438,Frostpunk,It is an interesting game with interesting backstory and gameplay,13.03.2022 22:20:16,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2009  2003  2019  5875  2208  2007  5875 10457  7062  1998 11247
   102]",24
Ukraine-Russia-Support,91992439,S.T.A.L.K.E.R.: Call of Pripyat,"Among all S.T.A.L.K.E.R series, this has the most solid gameplay and story. I fall in love with S.T.A.L.K.E.R more after finishing this game",27.03.2022 09:07:06,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2426  2035  1055  1012  1056  1012  1037  1012  1048  1012  1047
  1012  1041  1012  1054  2186  1010  2023  2038  1996  2087  5024 11247
  1998  2466  1012  1045  2991  1999  2293  2007  1055  1012  1056  1012
  1037  1012  1048  1012  1047  1012  1041  1012  1054  2062  2044  5131
  2023  2208   102]",101
Ukraine-Russia-Support,91992440,Cyberpunk 2077,F*ck politics in games! F*ck CDPR! Polish corrupt developers go to the ass!,03.03.2022,Nicht empfohlen,100.0,Ja,Nein,Nein,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,0.0,"[  101  1042  1008 23616  4331  1999  2399   999  1042  1008 23616  8561
  2099   999  3907 13593  9797  2175  2000  1996  4632   999   102]",46
Ukraine-Russia-Support,91992441,The Witcher 3: Wild Hunt,"Bruh this game is a masterpiece and I'm kinda dumb not try this game a long time ago Sadge.
Visual, Story, Soundtrack, Character 10/10 .",27.03.2022,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,10.0,"[  101  7987 27225  2023  2208  2003  1037 17743  1998  1045  1005  1049
 17704 12873  2025  3046  2023  2208  1037  2146  2051  3283  6517  3351
  1012  5107  1010  2466  1010  6050  1010  2839  2184  1013  2184  1012
   102]",70
Ukraine-Russia-Support,91992442,Cyberpunk 2077,Beautiful like my wife after Patch 1.5,01.03.2022 12:24:45,Empfohlen,83.33333333333334,Nein,Ja,Ja,Nein,Ja,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,[ 101 3376 2066 2026 2564 2044 8983 1015 1012 1019  102],11
Ukraine-Russia-Support,91992443,The Witcher Enhanced Edition,"Does a good job at setting the scene for new Witcher fans; there are a lot of journal entries in the game that help with understanding the world and how it works. Mechanically the game mediocre at best, however the world building and story were interesting enough to keep me playing. I got the feeling that the Netflix series was true to this first game in many ways; meet Vessemir and you'll get what I mean. One of my favorite moments was when a simple innkeeper tells the story of a witcher princess sorceress as best he can, without remembering the names of the people involved. To this Geralt, who has no memory of his past, says ""A witcher princess sorceress? Isn't that a bit much?"".",13.03.2022 16:03:06,Empfohlen,88.88888888888889,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2515  1037  2204  3105  2012  4292  1996  3496  2005  2047  6965
  2121  4599  1025  2045  2024  1037  2843  1997  3485 10445  1999  1996
  2208  2008  2393  2007  4824  1996  2088  1998  2129  2009  2573  1012
 27846  1996  2208 19960  3695 16748  2012  2190  1010  2174  1996  2088
  2311  1998  2466  2020  5875  2438  2000  2562  2033  2652  1012  1045
  2288  1996  3110  2008  1996 20907  2186  2001  2995  2000  2023  2034
  2208  1999  2116  3971  1025  3113  2310 11393 14503  1998  2017  1005
  2222  2131  2054  1045  2812  1012  2028  1997  2026  5440  5312  2001
  2043  1037  3722  7601 13106  4136  1996  2466  1997  1037  6965  2121
  4615  2061 19170  8303  2004  2190  2002  2064  1010  2302 10397  1996
  3415  1997  1996  2111  2920  1012  2000  2023 16216  7941  2102  1010
  2040  2038  2053  3638  1997  2010  2627  1010  2758  1000  1037  6965
  2121  4615  2061 19170  8303  1029  3475  1005  1056  2008  1037  2978
  2172  1029  1000  1012   102]",310
Ukraine-Russia-Support,91992444,The Witcher 2: Assassins of Kings Enhanced Edition,"MAKE LOVE, NOT WAR!

🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦
🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦
🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦
🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨
🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨
🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨🟨

+rep to CD PROJEKT RED and to all the people who support Ukraine",03.03.2022 21:50:25,Empfohlen,88.88888888888889,Ja,Nein,Nein,Ja,Ja,Ja,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2191  2293  1010  2025  2162   999   100   100   100   100   100
   100  1009 16360  2000  3729  4013  6460 25509  2417  1998  2000  2035
  1996  2111  2040  2490  5924   102]",65
Ukraine-Russia-Support,91992445,The Witcher Enhanced Edition,"The Witcher Enhanced Edition has aged into 2022 rather well. The combat is idiosyncratic but refreshing. Good use is made of Bioware's engine. Of course, the story is gripping.",07.03.2022 08:22:42,Empfohlen,77.77777777777779,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  1996  6965  2121  9412  3179  2038  4793  2046 16798  2475  2738
  2092  1012  1996  4337  2003  8909 10735  6038 17510  2021 27150  1012
  2204  2224  2003  2081  1997 16012  8059  1005  1055  3194  1012  1997
  2607  1010  1996  2466  2003 13940  1012   102]",82
Ukraine-Russia-Support,91992446,Frostpunk,"If you like figuring out scenarios and running trial and error simulations of the end of the world, this game is for you.

It's a cold day in hell before I stop playing this game.",02.03.2022 05:11:14,Empfohlen,100.0,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  2065  2017  2066 23218  2041 16820  1998  2770  3979  1998  7561
 24710  1997  1996  2203  1997  1996  2088  1010  2023  2208  2003  2005
  2017  1012  2009  1005  1055  1037  3147  2154  1999  3109  2077  1045
  2644  2652  2023  2208  1012   102]",81
Ukraine-Russia-Support,91992447,Cyberpunk 2077,Good Action adventure game. But Compared to their previous works CDPR cut all of the best RPG elements from the game.,17.03.2022,Empfohlen,77.77777777777777,Nein,Ja,Ja,Ja,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Metacritic,9.0,"[  101  2204  2895  6172  2208  1012  2021  4102  2000  2037  3025  2573
  8561  2099  3013  2035  1997  1996  2190 22531  3787  2013  1996  2208
  1012   102]",51
Ukraine-Russia-Support,91992448,Frostpunk,"Beautiful visuals, fantastic soundtrack and a some tough moral decisions along the way.",06.03.2022 00:46:55,Empfohlen,88.8888888888889,Nein,Ja,Ja,Nein,Nein,Nein,"Kurz nach Beginn des Russland-Ukraine-Krieges im Februar 2022 entschieden sich einige Spieleentwickler dazu, sich klar gegen Russland zu positionieren, indem sie entweder ihre Spiele nicht mehr in Russland zum Verkauf anboten, z.B. CD Projekt Red (CDPR), ihre Spiele nicht mehr mit Rubel bezahlt werden konnten, z.B. die “S.T.A.L.K.E.R.” - Serie, oder direkt Geld an die Ukraine spendeten (Entwickler von “This War of Mine” und “Frostpunk”). Dadurch fühlten sich vor allem russische Spieler hintergangen oder zu Unrecht bestraft. Aber auch andere Spieler beteiligten sich am Review Bombing, da sie der Meinung waren, dass sich Spieleentwickler aus politischen Angelegenheiten heraushalten sollten.",sowohl negativ als auch positiv,Steam,,"[  101  3376 26749  1010 10392  6050  1998  1037  2070  7823  7191  6567
  2247  1996  2126  1012   102]",32
