project,id,game_name_display,review,review_date,combined_rating,agreement,annotator,lead_time,annotation_created_at,annotation_updated_at,is-review-bombing,is-rating-game-related,criticism-praise-game-content,criticism-praise-developer-publisher,criticism-praise-ideological,criticism-praise-political,review_bomb_reason,review_bomb_type,source,rating,input_ids,review_length
Borderlands - Epic Store,91872303,Borderlands: The Pre-Sequel,"Compared to previous Borderlands titles, this one was significantly less fun, mostly due to the ease of being knocked off the world and killed. there are so many more islands, cliffs and misleading way points to get to a location that i died at least 10x more times than Borderlands 2, cash was never an issue, and there was plenty of boxes to loot for ammo. but constantly having to back track because a random nade or pup knocked me off the map irritated me to no end, it's not a bad mechanic for open spaces, with walls and barricades that prevent you from falling off the world, but when you are on a island 90% of the time where you can be knocked off quite easily....
I purchased this game on sale and played through it once, it was as much as i could stand due to the poor game play.
The story is pretty good and on par with previous titles, and really the only saving grace this game had to hole me to play to the end. I didn't buy this game initially because it's mostly about handsome jack, and i really hated him in borderlands 2, but after playing all the way through pre-sequel i understand why he is so hated, and i still hate him and perhaps even more. but the love hate relationship of claptrap is now a little less hate, even though he is still quite annoying at times.
If you decide to get this game, it is for the story, not the game play, because i could only take small doses of being tossed off the map before i would quit the game in frustration.",17.04.2019 20:27:01,Nicht empfohlen,88.88888888888889,17629,35.991,2024-02-10T00:02:22.577802Z,2024-02-10T00:02:22.577823Z,Nein,Ja,Ja,Nein,Ja,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  4102  2000  3025  3675  8653  4486  1010  2023  2028  2001  6022
  2625  4569  1010  3262  2349  2000  1996  7496  1997  2108  6573  2125
  1996  2088  1998  2730  1012  2045  2024  2061  2116  2062  3470  1010
 13333  1998 22369  2126  2685  2000  2131  2000  1037  3295  2008  1045
  2351  2012  2560  2184  2595  2062  2335  2084  3675  8653  1016  1010
  5356  2001  2196  2019  3277  1010  1998  2045  2001  7564  1997  8378
  2000  8840  4140  2005  2572  5302  1012  2021  7887  2383  2000  2067
  2650  2138  1037  6721 23233  2063  2030 26781  6573  2033  2125  1996
  4949 15560  2033  2000  2053  2203  1010  2009  1005  1055  2025  1037
  2919 15893  2005  2330  7258  1010  2007  3681  1998 19820  5555  6155
  2008  4652  2017  2013  4634  2125  1996  2088  1010  2021  2043  2017
  2024  2006  1037  2479  3938  1003  1997  1996  2051  2073  2017  2064
  2022  6573  2125  3243  4089  1012  1012  1012  1012  1045  4156  2023
  2208  2006  5096  1998  2209  2083  2009  2320  1010  2009  2001  2004
  2172  2004  1045  2071  3233  2349  2000  1996  3532  2208  2377  1012
  1996  2466  2003  3492  2204  1998  2006 11968  2007  3025  4486  1010
  1998  2428  1996  2069  7494  4519  2023  2208  2018  2000  4920  2033
  2000  2377  2000  1996  2203  1012  1045  2134  1005  1056  4965  2023
  2208  3322  2138  2009  1005  1055  3262  2055  8502  2990  1010  1998
  1045  2428  6283  2032  1999  3675  8653  1016  1010  2021  2044  2652
  2035  1996  2126  2083  3653  1011  8297  1045  3305  2339  2002  2003
  2061  6283  1010  1998  1045  2145  5223  2032  1998  3383  2130  2062
  1012  2021  1996  2293  5223  3276  1997 28618  6494  2361  2003  2085
  1037  2210  2625  5223  1010  2130  2295  2002  2003  2145  3243 15703
  2012  2335  1012  2065  2017  5630  2000  2131  2023  2208  1010  2009
  2003  2005  1996  2466  1010  2025  1996  2208  2377  1010  2138  1045
  2071  2069  2202  2235 21656  1997  2108  7463  2125  1996  4949  2077
  1045  2052  8046  1996  2208  1999  9135  1012   102]",655
Borderlands - Epic Store,91872304,Borderlands 2,This game gets you excited but then after you beat it and want more you look for BL3 to discover it is a epic games exclusive.,06.04.2019 18:45:53,Nicht empfohlen,88.88888888888889,9754,296.734,2024-02-28T13:42:17.699550Z,2024-02-28T13:42:17.699569Z,Ja,Ja,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 2023 2208 4152 2017 7568 2021 2059 2044 2017 3786 2009 1998 2215
 2062 2017 2298 2005 1038 2140 2509 2000 7523 2009 2003 1037 8680 2399
 7262 1012  102]",31
Borderlands - Epic Store,91872304,Borderlands 2,This game gets you excited but then after you beat it and want more you look for BL3 to discover it is a epic games exclusive.,06.04.2019 18:45:53,Nicht empfohlen,88.88888888888889,18236,47.667,2024-02-22T23:30:52.728884Z,2024-02-22T23:30:52.728905Z,Ja,Nein,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 2023 2208 4152 2017 7568 2021 2059 2044 2017 3786 2009 1998 2215
 2062 2017 2298 2005 1038 2140 2509 2000 7523 2009 2003 1037 8680 2399
 7262 1012  102]",31
Borderlands - Epic Store,91872304,Borderlands 2,This game gets you excited but then after you beat it and want more you look for BL3 to discover it is a epic games exclusive.,06.04.2019 18:45:53,Nicht empfohlen,88.88888888888889,17629,26.822,2024-02-10T00:02:50.229573Z,2024-02-10T00:02:50.229595Z,Ja,Nein,Ja,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 2023 2208 4152 2017 7568 2021 2059 2044 2017 3786 2009 1998 2215
 2062 2017 2298 2005 1038 2140 2509 2000 7523 2009 2003 1037 8680 2399
 7262 1012  102]",31
Borderlands - Epic Store,91872305,Borderlands GOTY Enhanced,"Not bad, adds a new spin to the game, but its riddled with many problems, the biggest of which are below.

1: There are points where the game just chugs in terms of framerate. It'll do just fine, 60FPS smooth as silk, then it shits the bed and struggles to make 30. This is at 1080p, and the same rig is capable of playing BL2 maxed out with minimal framedrops. Its definitely not a GPU bottleneck, the chugging part can get so bad my GPU drops into the low power low clocks idle state while a single CPU thread is maxed out.

2: Netcode needs an overhaul, as there's lag everywhere. Hit registration doesn't even work half the time; its a fine thing to be downed and unloading a Double Stinger SMG almost point blank into a Badass Psycho (not a small target by any means) and have half the shots simply phase through it even when said weapon is more than capable of bringing said enemy down. Sniping is a gamble, as even with a 97 acc weapon and the crosshairs dead center on the target's head while standing just outside of their aggro radius the shot has about a 50/50 chance of doing nothing other than alerting the whole area there's a vault hunter to kill.

3: Memory hog: the game uses a shitload of memory and the slow memory leak ensures it gets worse as time goes on. I've had sessions be forced to an end because BL:GOTYE was using 6 of my rig's 8GB (with the other 2 being juggled between the OS and other programs), and every couple of minutes or so its ever increasing pool of used memory would force another couple hundred MB of data out of ram onto the page file. Eventually the page-file fills up, and something crashes due to out of memory. This is absolutely unacceptable.

If you've got the game for free as I did from owning the original copy, its kinda worth a play through, but if you're looking to buy separately, dont.",05.04.2019 15:09:40,Nicht empfohlen,100.0,9754,62.072,2024-02-28T13:43:20.567076Z,2024-02-28T13:43:20.567103Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2025  2919  1010  9909  1037  2047  6714  2000  1996  2208  1010
  2021  2049 21834  2094  2007  2116  3471  1010  1996  5221  1997  2029
  2024  2917  1012  1015  1024  2045  2024  2685  2073  1996  2208  2074
 14684  5620  1999  3408  1997  4853 11657  1012  2009  1005  2222  2079
  2074  2986  1010  3438 22540  2015  5744  2004  6953  1010  2059  2009
  4485  2015  1996  2793  1998 11785  2000  2191  2382  1012  2023  2003
  2012 10715  2692  2361  1010  1998  1996  2168 19838  2003  5214  1997
  2652  1038  2140  2475  4098  2098  2041  2007 10124 10366 18981  2015
  1012  2049  5791  2025  1037 14246  2226  5835 18278  1010  1996 14684
 12588  2112  2064  2131  2061  2919  2026 14246  2226  9010  2046  1996
  2659  2373  2659 20940 18373  2110  2096  1037  2309 17368 11689  2003
  4098  2098  2041  1012  1016  1024  5658 16044  3791  2019 18181  1010
  2004  2045  1005  1055  2474  2290  7249  1012  2718  8819  2987  1005
  1056  2130  2147  2431  1996  2051  1025  2049  1037  2986  2518  2000
  2022 20164  1998  4895 18570  1037  3313 12072  2121 15488  2290  2471
  2391  8744  2046  1037  2919 12054 18224  1006  2025  1037  2235  4539
  2011  2151  2965  1007  1998  2031  2431  1996  7171  3432  4403  2083
  2009  2130  2043  2056  5195  2003  2062  2084  5214  1997  5026  2056
  4099  2091  1012  1055  3490  4691  2003  1037 18503  1010  2004  2130
  2007  1037  5989 16222  5195  1998  1996  2892 26227  2015  2757  2415
  2006  1996  4539  1005  1055  2132  2096  3061  2074  2648  1997  2037
 12943 16523  2080 12177  1996  2915  2038  2055  1037  2753  1013  2753
  3382  1997  2725  2498  2060  2084  9499  2075  1996  2878  2181  2045
  1005  1055  1037 11632  4477  2000  3102  1012  1017  1024  3638 27589
  1024  1996  2208  3594  1037  4485 11066  1997  3638  1998  1996  4030
  3638 17271 21312  2009  4152  4788  2004  2051  3632  2006  1012  1045
  1005  2310  2018  6521  2022  3140  2000  2019  2203  2138  1038  2140
  1024  2288  6672  2001  2478  1020  1997  2026 19838  1005  1055  1022
 18259  1006  2007  1996  2060  1016  2108 26536 11533  2090  1996  9808
  1998  2060  3454  1007  1010  1998  2296  3232  1997  2781  2030  2061
  2049  2412  4852  4770  1997  2109  3638  2052  2486  2178  3232  3634
 16914  1997  2951  2041  1997  8223  3031  1996  3931  5371  1012  2776
  1996  3931  1011  5371 17469  2039  1010  1998  2242 19119  2349  2000
  2041  1997  3638  1012  2023  2003  7078 21873  1012  2065  2017  1005
  2310  2288  1996  2208  2005  2489  2004  1045  2106  2013 19273  1996
  2434  6100  1010  2049 17704  4276  1037  2377  2083  1010  2021  2065
  2017  1005  2128  2559  2000  4965 10329  1010  2123  2102  1012   102]",839
Borderlands - Epic Store,91872305,Borderlands GOTY Enhanced,"Not bad, adds a new spin to the game, but its riddled with many problems, the biggest of which are below.

1: There are points where the game just chugs in terms of framerate. It'll do just fine, 60FPS smooth as silk, then it shits the bed and struggles to make 30. This is at 1080p, and the same rig is capable of playing BL2 maxed out with minimal framedrops. Its definitely not a GPU bottleneck, the chugging part can get so bad my GPU drops into the low power low clocks idle state while a single CPU thread is maxed out.

2: Netcode needs an overhaul, as there's lag everywhere. Hit registration doesn't even work half the time; its a fine thing to be downed and unloading a Double Stinger SMG almost point blank into a Badass Psycho (not a small target by any means) and have half the shots simply phase through it even when said weapon is more than capable of bringing said enemy down. Sniping is a gamble, as even with a 97 acc weapon and the crosshairs dead center on the target's head while standing just outside of their aggro radius the shot has about a 50/50 chance of doing nothing other than alerting the whole area there's a vault hunter to kill.

3: Memory hog: the game uses a shitload of memory and the slow memory leak ensures it gets worse as time goes on. I've had sessions be forced to an end because BL:GOTYE was using 6 of my rig's 8GB (with the other 2 being juggled between the OS and other programs), and every couple of minutes or so its ever increasing pool of used memory would force another couple hundred MB of data out of ram onto the page file. Eventually the page-file fills up, and something crashes due to out of memory. This is absolutely unacceptable.

If you've got the game for free as I did from owning the original copy, its kinda worth a play through, but if you're looking to buy separately, dont.",05.04.2019 15:09:40,Nicht empfohlen,100.0,18248,63.565,2024-02-22T13:00:45.536813Z,2024-02-22T13:00:45.536835Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2025  2919  1010  9909  1037  2047  6714  2000  1996  2208  1010
  2021  2049 21834  2094  2007  2116  3471  1010  1996  5221  1997  2029
  2024  2917  1012  1015  1024  2045  2024  2685  2073  1996  2208  2074
 14684  5620  1999  3408  1997  4853 11657  1012  2009  1005  2222  2079
  2074  2986  1010  3438 22540  2015  5744  2004  6953  1010  2059  2009
  4485  2015  1996  2793  1998 11785  2000  2191  2382  1012  2023  2003
  2012 10715  2692  2361  1010  1998  1996  2168 19838  2003  5214  1997
  2652  1038  2140  2475  4098  2098  2041  2007 10124 10366 18981  2015
  1012  2049  5791  2025  1037 14246  2226  5835 18278  1010  1996 14684
 12588  2112  2064  2131  2061  2919  2026 14246  2226  9010  2046  1996
  2659  2373  2659 20940 18373  2110  2096  1037  2309 17368 11689  2003
  4098  2098  2041  1012  1016  1024  5658 16044  3791  2019 18181  1010
  2004  2045  1005  1055  2474  2290  7249  1012  2718  8819  2987  1005
  1056  2130  2147  2431  1996  2051  1025  2049  1037  2986  2518  2000
  2022 20164  1998  4895 18570  1037  3313 12072  2121 15488  2290  2471
  2391  8744  2046  1037  2919 12054 18224  1006  2025  1037  2235  4539
  2011  2151  2965  1007  1998  2031  2431  1996  7171  3432  4403  2083
  2009  2130  2043  2056  5195  2003  2062  2084  5214  1997  5026  2056
  4099  2091  1012  1055  3490  4691  2003  1037 18503  1010  2004  2130
  2007  1037  5989 16222  5195  1998  1996  2892 26227  2015  2757  2415
  2006  1996  4539  1005  1055  2132  2096  3061  2074  2648  1997  2037
 12943 16523  2080 12177  1996  2915  2038  2055  1037  2753  1013  2753
  3382  1997  2725  2498  2060  2084  9499  2075  1996  2878  2181  2045
  1005  1055  1037 11632  4477  2000  3102  1012  1017  1024  3638 27589
  1024  1996  2208  3594  1037  4485 11066  1997  3638  1998  1996  4030
  3638 17271 21312  2009  4152  4788  2004  2051  3632  2006  1012  1045
  1005  2310  2018  6521  2022  3140  2000  2019  2203  2138  1038  2140
  1024  2288  6672  2001  2478  1020  1997  2026 19838  1005  1055  1022
 18259  1006  2007  1996  2060  1016  2108 26536 11533  2090  1996  9808
  1998  2060  3454  1007  1010  1998  2296  3232  1997  2781  2030  2061
  2049  2412  4852  4770  1997  2109  3638  2052  2486  2178  3232  3634
 16914  1997  2951  2041  1997  8223  3031  1996  3931  5371  1012  2776
  1996  3931  1011  5371 17469  2039  1010  1998  2242 19119  2349  2000
  2041  1997  3638  1012  2023  2003  7078 21873  1012  2065  2017  1005
  2310  2288  1996  2208  2005  2489  2004  1045  2106  2013 19273  1996
  2434  6100  1010  2049 17704  4276  1037  2377  2083  1010  2021  2065
  2017  1005  2128  2559  2000  4965 10329  1010  2123  2102  1012   102]",839
Borderlands - Epic Store,91872305,Borderlands GOTY Enhanced,"Not bad, adds a new spin to the game, but its riddled with many problems, the biggest of which are below.

1: There are points where the game just chugs in terms of framerate. It'll do just fine, 60FPS smooth as silk, then it shits the bed and struggles to make 30. This is at 1080p, and the same rig is capable of playing BL2 maxed out with minimal framedrops. Its definitely not a GPU bottleneck, the chugging part can get so bad my GPU drops into the low power low clocks idle state while a single CPU thread is maxed out.

2: Netcode needs an overhaul, as there's lag everywhere. Hit registration doesn't even work half the time; its a fine thing to be downed and unloading a Double Stinger SMG almost point blank into a Badass Psycho (not a small target by any means) and have half the shots simply phase through it even when said weapon is more than capable of bringing said enemy down. Sniping is a gamble, as even with a 97 acc weapon and the crosshairs dead center on the target's head while standing just outside of their aggro radius the shot has about a 50/50 chance of doing nothing other than alerting the whole area there's a vault hunter to kill.

3: Memory hog: the game uses a shitload of memory and the slow memory leak ensures it gets worse as time goes on. I've had sessions be forced to an end because BL:GOTYE was using 6 of my rig's 8GB (with the other 2 being juggled between the OS and other programs), and every couple of minutes or so its ever increasing pool of used memory would force another couple hundred MB of data out of ram onto the page file. Eventually the page-file fills up, and something crashes due to out of memory. This is absolutely unacceptable.

If you've got the game for free as I did from owning the original copy, its kinda worth a play through, but if you're looking to buy separately, dont.",05.04.2019 15:09:40,Nicht empfohlen,100.0,9365,65.629,2024-02-15T12:28:28.325574Z,2024-02-15T12:28:28.325591Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2025  2919  1010  9909  1037  2047  6714  2000  1996  2208  1010
  2021  2049 21834  2094  2007  2116  3471  1010  1996  5221  1997  2029
  2024  2917  1012  1015  1024  2045  2024  2685  2073  1996  2208  2074
 14684  5620  1999  3408  1997  4853 11657  1012  2009  1005  2222  2079
  2074  2986  1010  3438 22540  2015  5744  2004  6953  1010  2059  2009
  4485  2015  1996  2793  1998 11785  2000  2191  2382  1012  2023  2003
  2012 10715  2692  2361  1010  1998  1996  2168 19838  2003  5214  1997
  2652  1038  2140  2475  4098  2098  2041  2007 10124 10366 18981  2015
  1012  2049  5791  2025  1037 14246  2226  5835 18278  1010  1996 14684
 12588  2112  2064  2131  2061  2919  2026 14246  2226  9010  2046  1996
  2659  2373  2659 20940 18373  2110  2096  1037  2309 17368 11689  2003
  4098  2098  2041  1012  1016  1024  5658 16044  3791  2019 18181  1010
  2004  2045  1005  1055  2474  2290  7249  1012  2718  8819  2987  1005
  1056  2130  2147  2431  1996  2051  1025  2049  1037  2986  2518  2000
  2022 20164  1998  4895 18570  1037  3313 12072  2121 15488  2290  2471
  2391  8744  2046  1037  2919 12054 18224  1006  2025  1037  2235  4539
  2011  2151  2965  1007  1998  2031  2431  1996  7171  3432  4403  2083
  2009  2130  2043  2056  5195  2003  2062  2084  5214  1997  5026  2056
  4099  2091  1012  1055  3490  4691  2003  1037 18503  1010  2004  2130
  2007  1037  5989 16222  5195  1998  1996  2892 26227  2015  2757  2415
  2006  1996  4539  1005  1055  2132  2096  3061  2074  2648  1997  2037
 12943 16523  2080 12177  1996  2915  2038  2055  1037  2753  1013  2753
  3382  1997  2725  2498  2060  2084  9499  2075  1996  2878  2181  2045
  1005  1055  1037 11632  4477  2000  3102  1012  1017  1024  3638 27589
  1024  1996  2208  3594  1037  4485 11066  1997  3638  1998  1996  4030
  3638 17271 21312  2009  4152  4788  2004  2051  3632  2006  1012  1045
  1005  2310  2018  6521  2022  3140  2000  2019  2203  2138  1038  2140
  1024  2288  6672  2001  2478  1020  1997  2026 19838  1005  1055  1022
 18259  1006  2007  1996  2060  1016  2108 26536 11533  2090  1996  9808
  1998  2060  3454  1007  1010  1998  2296  3232  1997  2781  2030  2061
  2049  2412  4852  4770  1997  2109  3638  2052  2486  2178  3232  3634
 16914  1997  2951  2041  1997  8223  3031  1996  3931  5371  1012  2776
  1996  3931  1011  5371 17469  2039  1010  1998  2242 19119  2349  2000
  2041  1997  3638  1012  2023  2003  7078 21873  1012  2065  2017  1005
  2310  2288  1996  2208  2005  2489  2004  1045  2106  2013 19273  1996
  2434  6100  1010  2049 17704  4276  1037  2377  2083  1010  2021  2065
  2017  1005  2128  2559  2000  4965 10329  1010  2123  2102  1012   102]",839
Borderlands - Epic Store,91872306,Borderlands GOTY,Borderlands 3 going to Epic game store... No thanks,03.04.2019 18:44:16,Nicht empfohlen,66.66666666666666,9754,8.247,2024-02-28T13:43:29.633683Z,2024-02-28T13:43:29.633699Z,Ja,Ja,Nein,Ja,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 3675 8653 1017 2183 2000 8680 2208 3573 1012 1012 1012 2053 4283
  102]",15
Borderlands - Epic Store,91872306,Borderlands GOTY,Borderlands 3 going to Epic game store... No thanks,03.04.2019 18:44:16,Nicht empfohlen,66.66666666666666,18248,10.816,2024-02-22T13:00:57.238346Z,2024-02-22T13:00:57.238363Z,Ja,Nein,Nein,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 3675 8653 1017 2183 2000 8680 2208 3573 1012 1012 1012 2053 4283
  102]",15
Borderlands - Epic Store,91872306,Borderlands GOTY,Borderlands 3 going to Epic game store... No thanks,03.04.2019 18:44:16,Nicht empfohlen,66.66666666666666,9365,54.143,2024-02-15T12:29:23.395150Z,2024-02-15T12:29:23.395173Z,Ja,Nein,Nein,Nein,Ja,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[ 101 3675 8653 1017 2183 2000 8680 2208 3573 1012 1012 1012 2053 4283
  102]",15
Borderlands - Epic Store,91872307,Borderlands GOTY Enhanced,"Great game but many issues with this new version, first of all gameplay is cleaned up very fast paced and fun with 6 new legendary weapons, however to me the game feels very empty when playing the dlcs and the audio and cutscenes were not fixed at all. i can say the game is worth playing but not for the 30 dollar price tag, this honestly was a quick cash grab and its sad to say that the enhanced version hasnt changed much besides the quality if life and graphics which when running at max settings looks perfect. If you are able to download the update for free because of having borderlands goty previously i do urge you to do so, but for the 30 dollar price tag, look at g2a for cheap steam keys and do not spend the 30 dollars on a game that isnt fully remastered. I cant recommend unless you already own the original version.",08.04.2019 00:39:17,Nicht empfohlen,100.0,9754,22.663,2024-02-28T13:43:53.073733Z,2024-02-28T13:43:53.073752Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2307  2208  2021  2116  3314  2007  2023  2047  2544  1010  2034
  1997  2035 11247  2003 12176  2039  2200  3435 13823  1998  4569  2007
  1020  2047  8987  4255  1010  2174  2000  2033  1996  2208  5683  2200
  4064  2043  2652  1996 21469  6169  1998  1996  5746  1998  7659 17968
  2015  2020  2025  4964  2012  2035  1012  1045  2064  2360  1996  2208
  2003  4276  2652  2021  2025  2005  1996  2382  7922  3976  6415  1010
  2023  9826  2001  1037  4248  5356  6723  1998  2049  6517  2000  2360
  2008  1996  9412  2544  8440  2102  2904  2172  4661  1996  3737  2065
  2166  1998  8389  2029  2043  2770  2012  4098 10906  3504  3819  1012
  2065  2017  2024  2583  2000  8816  1996 10651  2005  2489  2138  1997
  2383  3675  8653  2288  2100  3130  1045  2079  9075  2017  2000  2079
  2061  1010  2021  2005  1996  2382  7922  3976  6415  1010  2298  2012
  1043  2475  2050  2005 10036  5492  6309  1998  2079  2025  5247  1996
  2382  6363  2006  1037  2208  2008  3475  2102  3929 19484  1012  1045
  2064  2102 16755  4983  2017  2525  2219  1996  2434  2544  1012   102]",350
Borderlands - Epic Store,91872307,Borderlands GOTY Enhanced,"Great game but many issues with this new version, first of all gameplay is cleaned up very fast paced and fun with 6 new legendary weapons, however to me the game feels very empty when playing the dlcs and the audio and cutscenes were not fixed at all. i can say the game is worth playing but not for the 30 dollar price tag, this honestly was a quick cash grab and its sad to say that the enhanced version hasnt changed much besides the quality if life and graphics which when running at max settings looks perfect. If you are able to download the update for free because of having borderlands goty previously i do urge you to do so, but for the 30 dollar price tag, look at g2a for cheap steam keys and do not spend the 30 dollars on a game that isnt fully remastered. I cant recommend unless you already own the original version.",08.04.2019 00:39:17,Nicht empfohlen,100.0,18248,51.608,2024-02-22T13:01:49.800299Z,2024-02-22T13:01:49.800319Z,Nein,Ja,Ja,Nein,Nein,Nein,"Ein paar Monate vor Release von Borderlands 3 wurde von Entwickler ""Gearbox Software"" und Publisher ""2K"" bekannt gegeben, dass Borderlands 3 eine Zeit lang exklusiv im neuen (und kontroversen) Epic Games Store angeboten werden würde, und nicht auf anderen Plattformen wie Steam. Deshalb erhielten ältere Teile der Borderlands - Serie auf Steam und Metacritic negative Reviews.",negativ,Steam,,"[  101  2307  2208  2021  2116  3314  2007  2023  2047  2544  1010  2034
  1997  2035 11247  2003 12176  2039  2200  3435 13823  1998  4569  2007
  1020  2047  8987  4255  1010  2174  2000  2033  1996  2208  5683  2200
  4064  2043  2652  1996 21469  6169  1998  1996  5746  1998  7659 17968
  2015  2020  2025  4964  2012  2035  1012  1045  2064  2360  1996  2208
  2003  4276  2652  2021  2025  2005  1996  2382  7922  3976  6415  1010
  2023  9826  2001  1037  4248  5356  6723  1998  2049  6517  2000  2360
  2008  1996  9412  2544  8440  2102  2904  2172  4661  1996  3737  2065
  2166  1998  8389  2029  2043  2770  2012  4098 10906  3504  3819  1012
  2065  2017  2024  2583  2000  8816  1996 10651  2005  2489  2138  1997
  2383  3675  8653  2288  2100  3130  1045  2079  9075  2017  2000  2079
  2061  1010  2021  2005  1996  2382  7922  3976  6415  1010  2298  2012
  1043  2475  2050  2005 10036  5492  6309  1998  2079  2025  5247  1996
  2382  6363  2006  1037  2208  2008  3475  2102  3929 19484  1012  1045
  2064  2102 16755  4983  2017  2525  2219  1996  2434  2544  1012   102]",350
